Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (127C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (131, Ctrl) / (126, Ctrl)"	"Abundance: F1: 126, Sample, Ctrl"	"Abundance: F1: 127N, Sample, Ctrl"	"Abundance: F1: 127C, Sample, Ctrl"	"Abundance: F1: 128N, Sample, Ctrl"	"Abundance: F1: 128C, Sample, Ctrl"	"Abundance: F1: 129N, Sample, Ctrl"	"Abundance: F1: 129C, Sample, Ctrl"	"Abundance: F1: 130N, Sample, Ctrl"	"Abundance: F1: 130C, Sample, Ctrl"	"Abundance: F1: 131, Sample, Ctrl"	"Abundances Count: F1: 126, Sample, Ctrl"	"Abundances Count: F1: 127N, Sample, Ctrl"	"Abundances Count: F1: 127C, Sample, Ctrl"	"Abundances Count: F1: 128N, Sample, Ctrl"	"Abundances Count: F1: 128C, Sample, Ctrl"	"Abundances Count: F1: 129N, Sample, Ctrl"	"Abundances Count: F1: 129C, Sample, Ctrl"	"Abundances Count: F1: 130N, Sample, Ctrl"	"Abundances Count: F1: 130C, Sample, Ctrl"	"Abundances Count: F1: 131, Sample, Ctrl"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P16989	Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4	58.87096774	17	80	13	1	372	40.066	9.77		8531	ENSG00000060138	CSDA; YBX3	12	metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;protein binding;RNA binding	Pf00313	0.982	1.037	0.921	0.825	0.678	0.609	0.41	0.328	0.262	2323.5	2281.4	2409.2	2141.1	1916.4	1576.1	1414.7	953.6	761.2	607.6	11	11	11	11	11	11	11	11	11	11	9	0	159.9524555	16	1098.986207	12
FALSE	IsMasterProtein	P17028	Zinc finger protein 24 OS=Homo sapiens GN=ZNF24 PE=1 SV=4	30.70652174	7	12	7	1	368	42.129	6.21		7572	ENSG00000172466	ZNF24	18	metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf02023, Pf13465"	0.95	0.892	0.711	0.532	0.376	0.23	0.114	0.081	0.073	2435.7	2313.2	2171.7	1732.5	1295.2	914.7	561	276.9	197.5	176.7	7	7	7	7	7	7	7	7	7	7	0.957	0	25.80743241	7	104.75	5
FALSE	IsMasterProtein	P17029	Zinc finger protein with KRAB and SCAN domains 1 OS=Homo sapiens GN=ZKSCAN1 PE=1 SV=3	9.058614565	4	9	4	1	563	63.59	7.05		7586	ENSG00000106261	ZKSCAN1	7	metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf01352, Pf02023, Pf13465"	0.907	0.853	0.739	0.523	0.339	0.233	0.173	0.153	0.117	659	597.5	561.9	487	344.6	223.7	153.8	113.7	100.9	77.1	3	3	3	3	3	3	3	3	3	3	0.359	0	16.2982192	4	127.13	3
FALSE	IsMasterProtein	P17050	Alpha-N-acetylgalactosaminidase OS=Homo sapiens GN=NAGA PE=1 SV=2	14.84184915	5	12	5	1	411	46.534	5.19		4668	ENSG00000198951	NAGA	22	metabolic process	cytoplasm;vacuole	catalytic activity;protein binding	Pf02065	1.045	1.014	0.926	0.72	0.456	0.256	0.157	0.081	0.046	1643	1716.5	1666.8	1520.9	1182.9	748.7	420.6	257.9	133.6	76.3	4	4	4	4	4	4	4	4	4	4	0.688	0	23.20433867	5	179.35	5
FALSE	IsMasterProtein	P17066	Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	19.44012442	11	201	1	1	643	70.984	6.14		3310	ENSG00000173110	HSPA6	1	cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	catalytic activity;nucleotide binding;protein binding	"Pf00012, Pf06723"																														2.257	0	355.1709713	11	2152.485675	11
FALSE	IsMasterProtein	P17096	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	37.38317757	5	17	5	1	107	11.669	10.32		3159	ENSG00000137309	HMGA1	6	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytosol;nucleus	catalytic activity;DNA binding;protein binding		1.012	1.082	1.07	0.946	0.784	0.779	0.664	0.601	0.468	1260.4	1275.8	1363.3	1348.7	1192.8	988.5	981.6	836.9	756.9	590.4	5	5	5	5	5	5	5	5	5	5	5.813	0	29.92906833	5	288.8457143	5
FALSE	IsMasterProtein	P17098	Zinc finger protein 8 OS=Homo sapiens GN=ZNF8 PE=1 SV=2	1.391304348	1	2	1	1	575	64.93	7.39		7554	ENSG00000278129	ZNF8	19	metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;metal ion binding	"Pf00096, Pf01352, Pf13465"	0.969	0.839	0.668	0.538	0.431	0.372	0.316	0.315	0.245	217.2	210.4	182.3	145.1	116.9	93.6	80.7	68.6	68.5	53.3	1	1	1	1	1	1	1	1	1	1	0.054	0	2.787956238	1	33.96	1
FALSE	IsMasterProtein	P17174	"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens GN=GOT1 PE=1 SV=3"	58.11138015	22	167	22	1	413	46.219	7.01		2805	ENSG00000120053	GOT1	10	metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus;vacuole	catalytic activity;protein binding	Pf00155	1.025	1.068	0.982	0.868	0.735	0.705	0.673	0.616	0.602	15239.1	15626.9	16280.8	14967.5	13234.5	11204	10747	10250.1	9390.8	9179.3	32	32	32	32	32	32	32	32	32	32	18.783	0	315.7399873	21	1915.718429	19
FALSE	IsMasterProtein	P17252	Protein kinase C alpha type OS=Homo sapiens GN=PRKCA PE=1 SV=4	31.8452381	22	76	12	1	672	76.7	7.05		5578	ENSG00000154229	PRKCA	17	cell communication;cell death;cell differentiation;cell organization and biogenesis;cellular component movement;cellular homeostasis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00069, Pf00130, Pf00168, Pf00433, Pf07714"	1.013	1.024	0.897	0.44	0.133	0.085	0.053	0.036	0.028	6110.6	6192.4	6254.2	5481.8	2689.9	812	520.5	321.4	221.2	170.3	11	11	11	11	11	11	11	11	11	11	4.012	0	134.8148563	21	644.9144672	19
FALSE	IsMasterProtein	P17275	Transcription factor jun-B OS=Homo sapiens GN=JUNB PE=1 SV=1	29.10662824	6	11	6	1	347	35.857	9.22		3726	ENSG00000171223	JUNB	19	cell differentiation;cell proliferation;metabolic process;regulation of biological process;response to stimulus	chromosome;nucleus	DNA binding;protein binding	"Pf00170, Pf03131, Pf03957, Pf07716"	1.023	1.038	0.957	0.831	0.577	0.469	0.343	0.302	0.232	638	652.8	662.4	610.5	530.3	368	299.4	219.1	192.8	148.2	5	5	5	5	5	5	5	5	5	5	1.683	0	19.05744612	6	118.65	5
FALSE	IsMasterProtein	P17480	Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1	0.916230366	1	3	1	1	764	89.35	5.81		7343	ENSG00000108312	UBTF	17	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	DNA binding;protein binding;RNA binding	"Pf00505, Pf09011, Pf14887"	1.04	1.07	0.924	0.81	0.629	0.563	0.457	0.394	0.345	595.7	619.6	637.2	550.5	482.3	374.9	335.4	272.1	234.5	205.5	1	1	1	1	1	1	1	1	1	1	0.049	0	2.905277967	1	34.54	1
FALSE	IsMasterProtein	P17482	Homeobox protein Hox-B9 OS=Homo sapiens GN=HOXB9 PE=1 SV=2	8.4	2	4	1	1	250	28.041	8.9		3219	ENSG00000170689	HOXB9	17	cellular component movement;development;metabolic process;regulation of biological process;response to stimulus	mitochondrion;nucleus	DNA binding;protein binding	"Pf00046, Pf04617"	1.002	0.821	0.714	0.596	0.529	0.503	0.514	0.437	0.277	568	568.9	466.6	405.7	338.6	300.6	285.6	291.8	248.3	157.3	1	1	1	1	1	1	1	1	1	1	0.359	0	7.815612078	2	103.45	2
FALSE	IsMasterProtein	P17483	Homeobox protein Hox-B4 OS=Homo sapiens GN=HOXB4 PE=1 SV=2	21.11553785	4	16	4	1	251	27.587	9.77		3214	ENSG00000182742	HOXB4	17	cell differentiation;cell division;cell proliferation;development;metabolic process;regulation of biological process	nucleus	DNA binding	Pf00046	0.903	0.807	0.587	0.404	0.288	0.168	0.132	0.119	0.102	1411.2	1274.7	1138.7	828.3	570.8	406.8	237.3	186.1	167.8	144.6	4	4	4	4	4	4	4	4	4	4	0.931	0	27.77902555	4	147.06	4
FALSE	IsMasterProtein	P17535	Transcription factor jun-D OS=Homo sapiens GN=JUND PE=1 SV=3	17.29106628	4	10	3	1	347	35.152	7.37		3727	ENSG00000130522	JUND	19	metabolic process;regulation of biological process;response to stimulus	chromosome;nucleus	DNA binding;protein binding	"Pf00170, Pf03131, Pf03957, Pf07716"	1.002	1.109	1.077	1.004	0.828	0.817	0.701	0.656	0.552	787.6	789.1	873.4	848.5	790.7	651.8	643.6	552.4	517	434.6	3	3	3	3	3	3	3	3	3	3	1.154	0	24.45267463	4	185.35	4
FALSE	IsMasterProtein	P17544-4	Isoform 4 of Cyclic AMP-dependent transcription factor ATF-7 OS=Homo sapiens GN=ATF7	50.16286645	12	26	8	1	307	33.66	7.18						regulation of biological process		DNA binding;protein binding	"Pf00170, Pf03131, Pf07716"	0.936	0.984	0.934	0.771	0.487	0.403	0.3	0.26	0.184	1446.8	1354.6	1423.4	1351.3	1116.2	704.4	582.6	434.6	376	266.8	5	5	5	5	5	5	5	5	5	5	3.833	0	49.04127049	11	239.6881803	11
FALSE	IsMasterProtein	P17600	Synapsin-1 OS=Homo sapiens GN=SYN1 PE=1 SV=3	1.560283688	1	2	1	1	705	74.066	9.83		6853	ENSG00000008056	SYN1	X	cell communication;metabolic process;regulation of biological process;transport	cytosol;Golgi;membrane	catalytic activity;nucleotide binding;protein binding;transporter activity	"Pf02078, Pf02750, Pf08443, Pf10581"	1.064	1.145	1.106	0.954	0.656	0.566	0.434	0.381	0.416	54.6	58.1	62.5	60.4	52.1	35.8	30.9	23.7	20.8	22.7	1	1	1	1	1	1	1	1	1	1	0.066	0	0	1		
FALSE	IsMasterProtein	P17612	cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2	31.90883191	12	47	7	1	351	40.564	8.79		5566	ENSG00000072062	PRKACA	19	cell communication;cell organization and biogenesis;cellular homeostasis;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;Golgi;membrane;mitochondrion;nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00069, Pf07714, Pf14531"	0.922	1.027	0.897	0.792	0.36	0.173	0.069	0.043	0.034	4845.9	4470.1	4976.4	4344.7	3835.6	1743	839	336.3	208	166.3	10	10	10	10	10	10	10	10	10	10	5.449	3	86.13584781	12	349.1756967	12
FALSE	IsMasterProtein	P17655	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6	42.42857143	22	85	21	1	700	79.945	4.98		824	ENSG00000162909	CAPN2	1	metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;Golgi;membrane;nucleus;vacuole	catalytic activity;metal ion binding;protein binding	"Pf00648, Pf01067, Pf13833"	0.999	1.064	0.971	0.856	0.572	0.269	0.091	0.064	0.045	8855.8	8849.1	9418.8	8595.3	7581.8	5065	2383.6	806.8	563.2	399.6	22	22	22	22	22	22	22	22	22	22	3.833	0	162.4888259	22	918.5564706	21
FALSE	IsMasterProtein	P17661	Desmin OS=Homo sapiens GN=DES PE=1 SV=3	13.82978723	7	40	3	1	470	53.503	5.27		1674	ENSG00000175084	DES	2	cell organization and biogenesis;cellular component movement;regulation of biological process	cytoplasm;cytoskeleton;cytosol;membrane	protein binding;structural molecule activity	"Pf00038, Pf03962, Pf04732"	1.053	1.05	0.906	0.81	0.576	0.419	0.341	0.263	0.231	410.5	432.3	431.2	371.8	332.4	236.5	171.9	139.8	107.8	95	2	2	2	2	2	2	2	2	2	2	0.808	0	64.75057435	7	373.5800868	5
FALSE	IsMasterProtein	P17706	Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens GN=PTPN2 PE=1 SV=2	8.915662651	4	5	4	1	415	48.442	8.29		5771	ENSG00000175354	PTPN2	18	cell differentiation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;endoplasmic reticulum;membrane;nucleus	catalytic activity;protein binding	Pf00102	0.92	0.682	0.506	0.287	0.185	0.171	0.116	0.095	0.083	1236	1136.9	842.4	624.8	354.5	228.7	211.5	143.7	117.3	102.5	3	3	3	3	3	3	3	3	3	3	0.389	0	10.57524502	4	86.82	1
FALSE	IsMasterProtein	P17707	S-adenosylmethionine decarboxylase proenzyme OS=Homo sapiens GN=AMD1 PE=1 SV=2	8.682634731	3	6	3	1	334	38.315	6		262	ENSG00000123505	AMD1	6	metabolic process	cytosol	catalytic activity	Pf01536	0.989	0.967	0.768	0.592	0.388	0.303	0.232	0.225	0.191	1405.6	1390.5	1359.2	1079.5	832.1	545.3	425.5	325.9	316.6	269.1	3	3	3	3	3	3	3	3	3	3	0.389	0	9.711067438	3	74.77333333	3
FALSE	IsMasterProtein	P17812	CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2	42.63959391	22	65	19	1	591	66.648	6.46		1503	ENSG00000171793	CTPS1	1	cell proliferation;metabolic process;response to stimulus	cytosol;membrane	catalytic activity;nucleotide binding	"Pf00117, Pf06418, Pf07722"	0.923	0.822	0.571	0.343	0.2	0.109	0.058	0.039	0.029	9303	8588.9	7647.1	5312.4	3192.5	1860.4	1013.7	542.4	363.5	272.9	21	21	21	21	21	21	21	21	21	21	4.532	2	115.4950016	22	698.1559927	21
FALSE	IsMasterProtein	P17858	"6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6"	24.87179487	18	43	11	1	780	84.964	7.5		5211	ENSG00000141959	PFKL	21	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding	Pf00365	0.576	0.475	0.311	0.204	0.095	0.053	0.031	0.029	0.019	6325.8	3643.1	3005.3	1969.4	1292.1	597.9	336.7	194.6	180.6	117.2	10	10	10	10	10	10	10	10	10	10	1.644	0	79.14976013	18	574.8573969	17
FALSE	IsMasterProtein	P17900	Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4	31.60621762	6	15	6	1	193	20.825	5.31		2760	ENSG00000196743	GM2A	5	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;mitochondrion;organelle lumen;vacuole	catalytic activity;enzyme regulator activity;transporter activity	"Pf02221, Pf06477"	0.915	0.851	0.789	0.602	0.477	0.405	0.31	0.302	0.246	1784.6	1632.1	1518.1	1408.1	1074.5	850.4	722.7	553.4	538.4	438.2	5	5	5	5	5	5	5	5	5	5	2.162	0	22.06830335	6	125.6333561	5
FALSE	IsMasterProtein	P17931	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	7.2	2	4	2	1	250	26.136	8.56		3958	ENSG00000131981	LGALS3	14	cell differentiation;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;extracellular;membrane;nucleus;spliceosomal complex	protein binding;RNA binding	Pf00337	0.913	1.008	0.707	0.641	0.427	0.3	0.241	0.131	0.053	641.6	585.5	646.5	453.3	411.5	274.2	192.8	154.9	84	34.1	2	2	2	2	2	2	2	2	2	2	0.52	0	6.567520857	2	50.47	2
FALSE	IsMasterProtein	P17980	26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	75.39863326	26	154	6	1	439	49.172	5.24		5702	ENSG00000165916	PSMC3	11	cell death;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus;proteasome	catalytic activity;nucleotide binding;protein binding	"Pf00004, Pf01078, Pf05496, Pf07724, Pf07728, Pf13191"	0.959	0.975	0.777	0.516	0.224	0.102	0.055	0.042	0.032	22495.7	21570.2	21923.3	17470.8	11615.2	5050	2293.5	1237.2	950.7	709.4	36	36	36	36	36	36	36	36	36	36	32	31	301.3763424	26	1315.971698	24
FALSE	IsMasterProtein	P17987	T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1	69.78417266	33	380	24	1	556	60.306	6.11		6950	ENSG00000120438	TCP1	6	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol;Golgi	nucleotide binding;protein binding;RNA binding	Pf00118	0.978	1.05	0.937	0.784	0.538	0.267	0.088	0.062	0.046	46196.4	45164.5	48497.3	43302.9	36211.1	24843.4	12319.5	4059.5	2873.9	2125.1	50	50	50	50	50	50	50	50	50	50	48.482	14	725.7880235	32	4767.454414	31
FALSE	IsMasterProtein	P18031	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1	33.79310345	15	36	15	1	435	49.935	6.27		5770	ENSG00000196396	PTPN1	20	cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;response to stimulus	cytosol;endoplasmic reticulum;endosome;membrane	catalytic activity;metal ion binding;protein binding;RNA binding	"Pf00102, Pf00782"	0.939	0.806	0.601	0.296	0.129	0.068	0.045	0.035	0.028	7951.2	7467.5	6411.2	4782.6	2350.9	1023.6	541.7	356.8	281.3	219.3	13	13	13	13	13	13	13	13	13	13	2.535	0	63.17172146	14	280.6971429	13
FALSE	IsMasterProtein	P18074	TFIIH basal transcription factor complex helicase XPD subunit OS=Homo sapiens GN=ERCC2 PE=1 SV=1	4.078947368	2	3	1	1	760	86.854	7.15		2068	ENSG00000104884	ERCC2	19	cell death;cell differentiation;cell division;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding	"Pf06733, Pf06777, Pf13307"																														0.103	0	7.841564178	2	44.05	1
FALSE	IsMasterProtein	P18075	Bone morphogenetic protein 7 OS=Homo sapiens GN=BMP7 PE=1 SV=1	1.62412993	1	1	1	1	431	49.282	7.85		655	ENSG00000101144	BMP7	20	cell differentiation;cell organization and biogenesis;cell proliferation;cellular component movement;development;regulation of biological process;response to stimulus	extracellular	protein binding	"Pf00019, Pf00688"	0.967	1.046	0.911	0.596	0.279	0.161	0.113	0.066	0.06	380.9	368.5	398.6	347	226.9	106.1	61.4	43.2	25.2	22.9	1	1	1	1	1	1	1	1	1	1	0.129	0			0	1
FALSE	IsMasterProtein	P18077	60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	40	5	15	5	1	110	12.53	11.06		6165	ENSG00000182899	RPL35A	3	cell organization and biogenesis;metabolic process;transport	cytosol;membrane;mitochondrion;ribosome	RNA binding;structural molecule activity	Pf01247	0.754	0.893	0.604	0.556	0.385	0.33	0.157	0.09	0.07	1267.3	955.1	1131.7	765.8	704.1	487.3	418.8	199.4	114.6	88.6	4	4	4	4	4	4	4	4	4	4	3.642	0	21.85049033	5	106.67	4
FALSE	IsMasterProtein	P18085	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	61.11111111	9	64	5	1	180	20.498	7.14		378	ENSG00000168374	ARF4	3	cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;Golgi;membrane;nucleus	catalytic activity;nucleotide binding;protein binding;signal transducer activity	"Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	1.116	1.097	1.062	0.848	0.542	0.28	0.138	0.092	0.07	2748.3	3067.6	3014.1	2918.6	2331.4	1490.1	770.4	379.6	253.8	192	7	7	7	7	7	7	7	7	7	7	10.938	0	112.0102618	9	626.3595382	8
FALSE	IsMasterProtein	P18089	Alpha-2B adrenergic receptor OS=Homo sapiens GN=ADRA2B PE=2 SV=2	1.777777778	1	1	1	1	450	49.922	8.46		151	ENSG00000274286	ADRA2B	2	cell communication;coagulation;metabolic process;regulation of biological process;response to stimulus	membrane	protein binding;receptor activity;signal transducer activity	"Pf00001, Pf10320, Pf10328"																														0.11	0	1.688086987	1		
FALSE	IsMasterProtein	P18124	60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	39.91935484	11	29	11	1	248	29.207	10.65		6129	ENSG00000147604	RPL7	8	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	DNA binding;protein binding;RNA binding;structural molecule activity	"Pf00327, Pf08079"	0.911	0.988	0.837	0.738	0.579	0.515	0.124	0.071	0.047	2772.2	2525.9	2740.2	2320.9	2046	1606.2	1427.9	343.9	198	129.6	9	9	9	9	9	9	9	9	9	9	5.494	0	48.70177436	11	229.3202047	10
FALSE	IsMasterProtein	P18146	Early growth response protein 1 OS=Homo sapiens GN=EGR1 PE=1 SV=1	5.709023941	3	5	2	1	543	57.471	8.25		1958	ENSG00000120738	EGR1	5	cell differentiation;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf11914, Pf11928, Pf13465, Pf13894"	1.039	1.047	0.977	0.824	0.655	0.544	0.426	0.389	0.299	651.3	676.6	682	636.4	536.5	426.3	354.3	277.4	253.5	194.7	2	2	2	2	2	2	2	2	2	2	0.425	0	10.48715663	3	50.49	2
FALSE	IsMasterProtein	P18206	Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4	74.77954145	81	635	11	1	1134	123.722	5.66		7414	ENSG00000035403	VCL	10	cell growth;cell organization and biogenesis;cellular component movement;coagulation;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol;extracellular;membrane	catalytic activity;protein binding;structural molecule activity	Pf01044	0.995	1.045	0.969	0.882	0.751	0.715	0.689	0.65	0.596	52742.8	52472.5	55101.4	51101.8	46545.4	39620.2	37720.4	36315.3	34295.7	31408.9	122	122	122	122	122	122	122	122	122	122	41.752	107	1162.663389	81	7545.214161	76
FALSE	IsMasterProtein	P18206-3	Isoform 3 of Vinculin OS=Homo sapiens GN=VCL	61.71171171	13	119	1	1	222	24.888	5.71		7414		VCL	10	cell growth;cell organization and biogenesis;cellular component movement;coagulation;regulation of biological process;transport	cytoskeleton;cytosol;extracellular;membrane	protein binding;structural molecule activity	Pf01044	1.104	1.151	1.529	0.932	0.853	1.294	0.782	0.971	0.451	219.4	242.2	252.5	335.5	204.5	187.2	283.8	171.6	213	99	1	1	1	1	1	1	1	1	1	1	32.839	0	211.5987908	13	1445.180444	11
FALSE	IsMasterProtein	P18583-9	Isoform I of Protein SON OS=Homo sapiens GN=SON	4.176804542	7	20	7	1	2466	267.923	5.57							extracellular	RNA binding	"Pf00035, Pf01585, Pf03154, Pf05109, Pf07174, Pf12526, Pf14709"	0.961	0.929	0.817	0.683	0.475	0.347	0.226	0.173	0.135	1479.9	1422.6	1375.4	1208.5	1010.1	702.6	513.2	335	256.1	200.1	5	5	5	5	5	5	5	5	5	5	0.204	0	34.48118377	7	232.245	7
FALSE	IsMasterProtein	P18615	Negative elongation factor E OS=Homo sapiens GN=RDBP PE=1 SV=3	35.78947368	11	22	10	1	380	43.214	9.33		7936	ENSG00000231044; ENSG00000233801; ENSG00000204356; ENSG00000206268; ENSG00000229363; ENSG00000206357	NELFE; RDBP	CHRHSCHR6MHCCOXCTG1; 6; CHRHSCHR6MHCSSTOCTG1; CHRHSCHR6MHCDBBCTG1; CHRHSCHR6MHCMCFCTG1; CHRHSCHR6MHCQBLCTG1	metabolic process;regulation of biological process	nucleus	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259, Pf14605"	0.885	0.828	0.587	0.399	0.224	0.164	0.113	0.112	0.098	3858.5	3415.6	3194.1	2265.9	1538.9	865.6	632.4	434.5	432.6	376.6	10	10	10	10	10	10	10	10	10	10	2.548	1	45.79226208	11	369.6755556	9
FALSE	IsMasterProtein	P18669	Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2	65.35433071	12	195	7	1	254	28.786	7.18		5223; 643576	ENSG00000171314	PGAM1; LOC643576	10; 12	metabolic process;regulation of biological process	cytoplasm;cytosol;membrane	catalytic activity;protein binding	Pf00300	1.021	1.095	1.007	0.928	0.756	0.613	0.163	0.089	0.062	18035.6	18407.5	19757.4	18164.8	16737.1	13637.3	11060.9	2942.1	1605.9	1109.6	21	21	21	21	21	21	21	21	21	21	38.811	9	409.0296025	12	2326.945882	11
FALSE	IsMasterProtein	P18754-2	Isoform 2 of Regulator of chromosome condensation OS=Homo sapiens GN=RCC1	35.61946903	11	43	11	1	452	48.115	8.16		1104	ENSG00000180198	RCC1	1	cell division;cell organization and biogenesis;regulation of biological process	chromosome;cytoplasm;membrane;nucleus	DNA binding;protein binding	"Pf00415, Pf13540"	0.741	0.242	0.133	0.072	0.048	0.03	0.023	0.018	0.014	14108.4	10449.9	3409	1870.5	1018.8	672.2	417.9	317.8	257.6	191.8	16	16	16	16	16	16	16	16	16	16	4.78	0	91.37089658	11	828.33	11
FALSE	IsMasterProtein	P18846	Cyclic AMP-dependent transcription factor ATF-1 OS=Homo sapiens GN=ATF1 PE=1 SV=2	21.03321033	5	22	3	1	271	29.215	8.37		466	ENSG00000123268	ATF1	12	cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding	"Pf00170, Pf02173"	1.082	1.031	0.927	0.77	0.671	0.574	0.557	0.479	0.448	469.1	507.5	483.5	435	361.4	314.7	269.2	261.2	224.6	210.1	4	4	4	4	4	4	4	4	4	4	4.995	0	36.1193397	5	207.321454	5
FALSE	IsMasterProtein	P18858	DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1	38.30250272	30	82	1	1	919	101.673	5.62		3978	ENSG00000105486	LIG1	19	cell division;cell organization and biogenesis;cellular homeostasis;metabolic process;response to stimulus	chromosome;Golgi;mitochondrion;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding	"Pf01068, Pf04675, Pf04679"	0.953	0.852	0.536	0.235	0.126	0.083	0.062	0.052	0.044	15844.4	15097.5	13502.9	8495.6	3723.9	1989.9	1312.7	986.7	830.4	704.1	25	25	25	25	25	25	25	25	25	25	2.661	24	178.1841753	30	1007.497356	29
