"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S1] F1: 126, Control, drugS"	"Found in Sample: [S3] F1: 127N, Sample, drugS"	"Found in Sample: [S4] F1: 127C, Sample, drugS"	"Found in Sample: [S5] F1: 128N, Sample, drugS"	"Found in Sample: [S6] F1: 128C, Sample, drugS"	"Found in Sample: [S7] F1: 129N, Sample, drugS"	"Found in Sample: [S8] F1: 129C, Sample, drugS"	"Found in Sample: [S9] F1: 130N, Sample, drugS"	"Found in Sample: [S10] F1: 130C, Sample, drugS"	"Found in Sample: [S11] F1: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F1: 126, Control, drugS"	"Abundance: F1: 127N, Sample, drugS"	"Abundance: F1: 127C, Sample, drugS"	"Abundance: F1: 128N, Sample, drugS"	"Abundance: F1: 128C, Sample, drugS"	"Abundance: F1: 129N, Sample, drugS"	"Abundance: F1: 129C, Sample, drugS"	"Abundance: F1: 130N, Sample, drugS"	"Abundance: F1: 130C, Sample, drugS"	"Abundance: F1: 131, Sample, drugS"	"Abundances Count: F1: 126, Control, drugS"	"Abundances Count: F1: 127N, Sample, drugS"	"Abundances Count: F1: 127C, Sample, drugS"	"Abundances Count: F1: 128N, Sample, drugS"	"Abundances Count: F1: 128C, Sample, drugS"	"Abundances Count: F1: 129N, Sample, drugS"	"Abundances Count: F1: 129C, Sample, drugS"	"Abundances Count: F1: 130N, Sample, drugS"	"Abundances Count: F1: 130C, Sample, drugS"	"Abundances Count: F1: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q99816"	"Tumor susceptibility gene 101 protein OS=Homo sapiens GN=TSG101 PE=1 SV=2"	"0"	"79.3678982723854"	"35.3846153846154"	"13"	"23"	"13"	"1"	"390"	"43.916"	"6.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.1e7"	"7.5e7"	"8.3e7"	"8.7e7"	"8.8e7"	"8.7e7"	"9.1e7"	"9.2e7"	"8.2e7"	"7.1e7"	"0.953"	"1.085"	"1.133"	"1.090"	"1.177"	"1.167"	"1.216"	"1.086"	"0.994"	"2220.0"	"2116.0"	"2409.2"	"2516.1"	"2419.1"	"2612.7"	"2591.5"	"2700.3"	"2411.3"	"2207.6"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"10.288"	"0"	"81.2850439548492"	"13"
"False"	"High"	"IsMasterProtein"	"Q96HC4"	"PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5"	"0"	"79.2748761622012"	"22.9865771812081"	"11"	"23"	"11"	"1"	"596"	"63.904"	"8.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e8"	"1.1e8"	"1.2e8"	"1.2e8"	"1.2e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.2e8"	"1.1e8"	"0.906"	"1.018"	"1.063"	"1.103"	"1.119"	"1.170"	"1.136"	"1.092"	"0.983"	"3081.2"	"2790.1"	"3136.3"	"3274.1"	"3398.7"	"3447.4"	"3603.7"	"3499.8"	"3364.6"	"3029.2"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"3.037"	"0"	"83.7680704593658"	"11"
"False"	"High"	"IsMasterProtein"	"Q9H0R4"	"Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1"	"0"	"79.2556145527962"	"39.3822393822394"	"8"	"19"	"8"	"1"	"259"	"28.518"	"6.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.7e7"	"5.6e7"	"6.2e7"	"6.7e7"	"6.6e7"	"6.8e7"	"7.0e7"	"7.0e7"	"6.5e7"	"6.2e7"	"0.965"	"1.094"	"1.113"	"1.118"	"1.180"	"1.167"	"1.191"	"1.094"	"1.058"	"3151.9"	"3041.8"	"3449.6"	"3506.9"	"3523.1"	"3719.2"	"3678.5"	"3753.1"	"3449.4"	"3335.4"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"7.66"	"0"	"91.4722738265991"	"8"
"False"	"High"	"IsMasterProtein"	"Q9NVM9"	"Protein asunder homolog OS=Homo sapiens GN=ASUN PE=1 SV=2"	"0"	"79.2429132353145"	"29.4617563739377"	"18"	"25"	"18"	"1"	"706"	"80.174"	"6.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"2.1e7"	"2.4e7"	"2.7e7"	"2.7e7"	"2.8e7"	"2.6e7"	"2.7e7"	"2.7e7"	"2.6e7"	"0.964"	"1.095"	"1.137"	"1.138"	"1.240"	"1.185"	"1.254"	"1.146"	"1.094"	"2521.1"	"2430.4"	"2759.4"	"2866.0"	"2869.8"	"3126.6"	"2987.3"	"3160.2"	"2889.4"	"2757.3"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"2.014"	"0"	"84.4454839229584"	"18"
"False"	"High"	"IsMasterProtein"	"Q9H0L4"	"Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens GN=CSTF2T PE=1 SV=1"	"0"	"79.2063219254712"	"29.2207792207792"	"14"	"24"	"7"	"1"	"616"	"64.396"	"7.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e7"	"2.0e7"	"2.2e7"	"2.4e7"	"2.5e7"	"2.6e7"	"2.6e7"	"2.7e7"	"2.3e7"	"2.2e7"	"0.915"	"1.075"	"1.108"	"1.166"	"1.168"	"1.208"	"1.233"	"1.159"	"1.029"	"2315.3"	"2119.5"	"2489.0"	"2566.1"	"2699.2"	"2703.5"	"2796.8"	"2854.7"	"2683.7"	"2382.9"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"3.758"	"8"	"85.8245158195496"	"14"
"False"	"High"	"IsMasterProtein"	"Q9UKX7"	"Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2"	"0"	"79.2050551277356"	"37.6068376068376"	"16"	"25"	"16"	"1"	"468"	"50.113"	"7.06"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.8e7"	"8.7e7"	"1.1e8"	"1.1e8"	"1.0e8"	"9.9e7"	"1.1e8"	"1.1e8"	"1.1e8"	"9.7e7"	"0.957"	"1.107"	"1.145"	"1.132"	"1.210"	"1.193"	"1.246"	"1.170"	"1.071"	"2829.8"	"2707.5"	"3133.8"	"3239.1"	"3203.0"	"3424.6"	"3376.1"	"3525.1"	"3309.6"	"3029.6"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"4.179"	"0"	"85.6844081878662"	"16"
"False"	"High"	"IsMasterProtein"	"P27361"	"Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4"	"0"	"79.1886957428613"	"36.1477572559367"	"13"	"38"	"9"	"1"	"379"	"43.108"	"6.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.3e8"	"3.1e8"	"3.3e8"	"3.7e8"	"3.7e8"	"3.4e8"	"3.9e8"	"4.0e8"	"3.4e8"	"3.2e8"	"0.889"	"1.202"	"1.071"	"1.083"	"1.152"	"1.171"	"1.187"	"1.128"	"1.001"	"1416.1"	"1258.4"	"1702.4"	"1516.1"	"1534.1"	"1631.0"	"1657.6"	"1680.7"	"1597.9"	"1417.5"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"11.217"	"0"	"127.289917469025"	"13"
"False"	"High"	"IsMasterProtein"	"Q16576-2"	"Isoform 2 of Histone-binding protein RBBP7 OS=Homo sapiens GN=RBBP7"	"0"	"79.1487457906751"	"34.1151385927505"	"12"	"46"	"7"	"1"	"469"	"52.282"	"5.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e8"	"2.6e8"	"3.1e8"	"3.3e8"	"3.1e8"	"3.5e8"	"3.3e8"	"3.7e8"	"3.5e8"	"3.1e8"	"0.980"	"1.112"	"1.156"	"1.161"	"1.212"	"1.209"	"1.256"	"1.175"	"1.090"	"3701.5"	"3626.3"	"4115.4"	"4279.2"	"4296.0"	"4485.3"	"4476.4"	"4649.3"	"4348.6"	"4033.2"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"9"	"6"	"172.334568500519"	"12"
"False"	"High"	"IsMasterProtein"	"Q9GZZ9"	"Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1"	"0"	"79.0426057327682"	"21.7821782178218"	"7"	"24"	"7"	"1"	"404"	"44.834"	"4.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e7"	"6.0e7"	"7.3e7"	"7.6e7"	"7.5e7"	"8.0e7"	"7.9e7"	"8.3e7"	"7.1e7"	"7.0e7"	"0.927"	"1.078"	"1.108"	"1.116"	"1.174"	"1.190"	"1.213"	"1.131"	"1.050"	"3437.7"	"3188.3"	"3707.0"	"3809.0"	"3835.4"	"4037.5"	"4091.3"	"4168.8"	"3888.3"	"3610.6"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"4.78"	"0"	"114.835031032562"	"7"
"False"	"High"	"IsMasterProtein"	"Q8N806"	"Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens GN=UBR7 PE=1 SV=2"	"0"	"78.9858009921556"	"33.1764705882353"	"12"	"25"	"12"	"1"	"425"	"47.968"	"4.81"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.0e7"	"6.5e7"	"7.5e7"	"7.5e7"	"7.8e7"	"8.2e7"	"8.1e7"	"8.5e7"	"7.9e7"	"6.9e7"	"0.977"	"1.089"	"1.124"	"1.129"	"1.208"	"1.189"	"1.225"	"1.124"	"1.035"	"3107.5"	"3036.7"	"3382.6"	"3494.2"	"3509.1"	"3754.6"	"3695.9"	"3805.7"	"3492.3"	"3215.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"4.754"	"0"	"94.4997639656067"	"12"
"False"	"High"	"IsMasterProtein"	"P28074-3"	"Isoform 3 of Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5"	"0"	"78.8898130533709"	"59.375"	"9"	"29"	"1"	"1"	"160"	"17.771"	"7.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.9e6"	"3.8e6"	"4.4e6"	"4.2e6"	"4.3e6"	"5.0e6"	"4.6e6"	"5.2e6"	"4.1e6"	"4.2e6"	"0.994"	"1.136"	"1.097"	"1.128"	"1.306"	"1.206"	"1.357"	"1.055"	"1.092"	"125.8"	"125.1"	"142.9"	"138.0"	"141.9"	"164.3"	"151.7"	"170.7"	"132.7"	"137.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"30.623"	"0"	"127.611792087555"	"9"
"False"	"High"	"IsMasterProtein"	"P48506"	"Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens GN=GCLC PE=1 SV=2"	"0"	"78.7984801160947"	"29.3563579277865"	"14"	"20"	"14"	"1"	"637"	"72.719"	"6.09"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e7"	"3.1e7"	"3.4e7"	"3.7e7"	"3.9e7"	"3.8e7"	"4.0e7"	"4.1e7"	"3.6e7"	"3.5e7"	"0.994"	"1.057"	"1.109"	"1.150"	"1.147"	"1.180"	"1.201"	"1.074"	"1.034"	"2629.8"	"2612.9"	"2780.4"	"2917.6"	"3025.1"	"3016.1"	"3102.2"	"3158.8"	"2824.6"	"2718.3"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"2.065"	"0"	"88.1582832336426"	"14"
"False"	"High"	"IsMasterProtein"	"Q8IYD1"	"Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2"	"0"	"78.7857793287067"	"20.5414012738854"	"12"	"37"	"2"	"1"	"628"	"68.84"	"5.43"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"2.2e7"	"2.4e7"	"2.4e7"	"2.7e7"	"2.8e7"	"2.7e7"	"2.5e7"	"2.7e7"	"2.4e7"	"0.966"	"1.137"	"1.149"	"1.163"	"1.240"	"1.248"	"1.244"	"1.199"	"1.091"	"270.3"	"261.1"	"307.2"	"310.6"	"314.3"	"335.3"	"337.2"	"336.3"	"324.0"	"294.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"3.354"	"0"	"121.442924499512"	"12"
"False"	"High"	"IsMasterProtein"	"O75608"	"Acyl-protein thioesterase 1 OS=Homo sapiens GN=LYPLA1 PE=1 SV=1"	"0"	"78.7091801301579"	"36.0869565217391"	"6"	"30"	"6"	"1"	"230"	"24.653"	"6.77"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e8"	"3.1e8"	"3.6e8"	"3.9e8"	"3.7e8"	"3.7e8"	"3.9e8"	"3.9e8"	"3.7e8"	"3.4e8"	"0.932"	"1.091"	"1.123"	"1.155"	"1.157"	"1.236"	"1.198"	"1.178"	"1.078"	"3346.0"	"3120.1"	"3650.5"	"3756.9"	"3864.4"	"3872.8"	"4134.2"	"4009.1"	"3940.5"	"3608.4"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"23.245"	"0"	"126.944121837616"	"6"
"False"	"High"	"IsMasterProtein"	"Q06187-2"	"Isoform BTK-C of Tyrosine-protein kinase BTK OS=Homo sapiens GN=BTK"	"0"	"78.6870111634359"	"25.974025974026"	"15"	"25"	"15"	"1"	"693"	"79.886"	"7.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e7"	"1.8e7"	"2.0e7"	"1.9e7"	"2.0e7"	"2.2e7"	"2.4e7"	"2.5e7"	"2.4e7"	"2.0e7"	"0.903"	"0.960"	"0.985"	"0.974"	"1.136"	"1.189"	"1.272"	"1.175"	"1.085"	"3360.1"	"3033.6"	"3225.4"	"3310.8"	"3272.2"	"3818.7"	"3994.3"	"4273.5"	"3947.9"	"3644.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.61"	"0"	"99.8830020427704"	"15"
"False"	"High"	"IsMasterProtein"	"P29353-6"	"Isoform 6 of SHC-transforming protein 1 OS=Homo sapiens GN=SHC1"	"0"	"78.6205552005585"	"23.8013698630137"	"10"	"21"	"10"	"1"	"584"	"62.854"	"6.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.4e7"	"5.6e7"	"6.2e7"	"5.6e7"	"6.9e7"	"7.7e7"	"6.8e7"	"7.3e7"	"6.3e7"	"5.7e7"	"0.960"	"1.087"	"1.140"	"1.141"	"1.216"	"1.208"	"1.216"	"1.130"	"1.035"	"2257.6"	"2166.9"	"2452.9"	"2574.2"	"2577.0"	"2744.7"	"2726.5"	"2744.6"	"2550.0"	"2337.4"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"2.687"	"0"	"93.1212413311005"	"10"
"False"	"High"	"IsMasterProtein"	"Q9BS26"	"Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1"	"0"	"78.5716974735874"	"46.7980295566502"	"15"	"30"	"14"	"1"	"406"	"46.941"	"5.26"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.5e7"	"8.6e7"	"1.0e8"	"1.0e8"	"1.1e8"	"1.1e8"	"1.2e8"	"1.1e8"	"1.1e8"	"9.2e7"	"0.977"	"1.108"	"1.139"	"1.171"	"1.229"	"1.211"	"1.252"	"1.161"	"1.062"	"2416.5"	"2361.1"	"2676.9"	"2753.0"	"2829.4"	"2969.7"	"2925.7"	"3025.5"	"2804.6"	"2566.7"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"7.254"	"1"	"100.264035701752"	"15"
"False"	"High"	"IsMasterProtein"	"Q8NCW5"	"NAD(P)H-hydrate epimerase OS=Homo sapiens GN=APOA1BP PE=1 SV=2"	"0"	"78.5476213816815"	"38.5416666666667"	"7"	"23"	"7"	"1"	"288"	"31.654"	"7.66"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.5e7"	"5.3e7"	"6.1e7"	"6.4e7"	"6.5e7"	"6.9e7"	"7.7e7"	"7.3e7"	"7.1e7"	"6.0e7"	"0.940"	"1.111"	"1.127"	"1.144"	"1.186"	"1.210"	"1.231"	"1.165"	"1.108"	"2549.0"	"2395.7"	"2832.2"	"2872.2"	"2917.3"	"3022.6"	"3084.4"	"3137.6"	"2970.8"	"2823.9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"6.743"	"0"	"92.9647705554962"	"7"
"False"	"High"	"IsMasterProtein"	"Q9BTW9-4"	"Isoform 4 of Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD"	"0"	"78.5019270538383"	"17.7083333333333"	"17"	"20"	"17"	"1"	"1248"	"138.58"	"6.37"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"2.2e7"	"2.5e7"	"2.6e7"	"2.5e7"	"3.1e7"	"3.0e7"	"3.2e7"	"2.7e7"	"2.6e7"	"0.872"	"1.043"	"1.064"	"1.092"	"1.199"	"1.234"	"1.280"	"1.194"	"1.055"	"2143.8"	"1869.2"	"2235.0"	"2281.5"	"2342.1"	"2571.3"	"2646.2"	"2744.7"	"2560.3"	"2262.2"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"0.885"	"0"	"79.9936439990997"	"17"
"False"	"High"	"IsMasterProtein"	"Q99567"	"Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2"	"0"	"78.4890349760467"	"22.6720647773279"	"14"	"20"	"14"	"1"	"741"	"83.489"	"5.69"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e7"	"2.7e7"	"3.2e7"	"3.3e7"	"3.2e7"	"3.7e7"	"3.7e7"	"4.0e7"	"3.3e7"	"3.0e7"	"0.894"	"1.033"	"1.088"	"1.081"	"1.192"	"1.186"	"1.231"	"1.131"	"0.995"	"2566.6"	"2295.1"	"2650.4"	"2793.7"	"2773.4"	"3058.5"	"3043.0"	"3160.5"	"2902.1"	"2553.7"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"2.07"	"0"	"80.0811221599579"	"14"
"False"	"High"	"IsMasterProtein"	"P11908-2"	"Isoform 2 of Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2"	"0"	"78.434416459843"	"38.3177570093458"	"9"	"26"	"4"	"1"	"321"	"35.032"	"6.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.0e7"	"8.2e7"	"1.0e8"	"1.0e8"	"9.3e7"	"1.0e8"	"1.0e8"	"1.1e8"	"9.9e7"	"9.0e7"	"0.912"	"1.116"	"1.109"	"1.134"	"1.180"	"1.170"	"1.221"	"1.182"	"1.057"	"1270.9"	"1159.1"	"1418.2"	"1409.5"	"1441.7"	"1499.2"	"1486.8"	"1551.9"	"1502.2"	"1343.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7.859"	"0"	"97.7051980495453"	"9"
"False"	"High"	"IsMasterProtein"	"Q9NPQ8-3"	"Isoform 3 of Synembryn-A OS=Homo sapiens GN=RIC8A"	"0"	"78.4276789134647"	"30.7262569832402"	"11"	"18"	"11"	"1"	"537"	"60.334"	"5.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e7"	"2.9e7"	"3.5e7"	"3.7e7"	"3.6e7"	"4.1e7"	"4.0e7"	"4.1e7"	"4.0e7"	"3.4e7"	"0.928"	"1.082"	"1.118"	"1.135"	"1.238"	"1.240"	"1.237"	"1.203"	"1.072"	"1532.6"	"1422.4"	"1657.7"	"1714.2"	"1739.2"	"1897.4"	"1900.0"	"1895.4"	"1843.5"	"1642.3"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.275"	"0"	"78.8938264846802"	"11"
"False"	"High"	"IsMasterProtein"	"Q13287"	"N-myc-interactor OS=Homo sapiens GN=NMI PE=1 SV=2"	"0"	"78.3944764347833"	"49.8371335504886"	"14"	"26"	"14"	"1"	"307"	"35.035"	"5.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e8"	"1.0e8"	"1.1e8"	"1.3e8"	"1.2e8"	"1.3e8"	"1.3e8"	"1.3e8"	"1.2e8"	"1.1e8"	"0.996"	"1.089"	"1.147"	"1.159"	"1.205"	"1.186"	"1.224"	"1.125"	"1.056"	"3646.1"	"3632.7"	"3970.4"	"4181.8"	"4225.7"	"4393.6"	"4324.5"	"4461.8"	"4102.5"	"3850.6"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"9"	"0"	"95.0493681430817"	"14"
"False"	"High"	"IsMasterProtein"	"P36551"	"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3"	"0"	"78.3525910559222"	"33.920704845815"	"12"	"24"	"12"	"1"	"454"	"50.12"	"8.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.6e8"	"1.4e8"	"1.8e8"	"1.7e8"	"1.7e8"	"1.8e8"	"1.6e8"	"1.9e8"	"1.7e8"	"1.6e8"	"0.901"	"1.128"	"1.088"	"1.130"	"1.137"	"1.165"	"1.161"	"1.141"	"1.012"	"2472.8"	"2226.9"	"2790.1"	"2689.8"	"2795.4"	"2812.4"	"2881.0"	"2869.9"	"2821.5"	"2502.0"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.981"	"0"	"90.9636549949646"	"12"
"False"	"High"	"IsMasterProtein"	"P08621"	"U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2"	"0"	"78.225364923544"	"33.6384439359268"	"12"	"28"	"12"	"1"	"437"	"51.526"	"9.94"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.0e8"	"1.6e8"	"1.4e8"	"1.3e8"	"1.2e8"	"1.4e8"	"1.4e8"	"1.3e8"	"1.2e8"	"0.902"	"1.177"	"1.131"	"1.062"	"1.134"	"1.134"	"1.218"	"1.087"	"1.060"	"2828.8"	"2551.6"	"3328.9"	"3198.4"	"3005.3"	"3206.5"	"3207.4"	"3446.2"	"3075.0"	"2999.3"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"10.22"	"0"	"91.5641567707062"	"12"
"False"	"High"	"IsMasterProtein"	"Q5T8P6"	"RNA-binding protein 26 OS=Homo sapiens GN=RBM26 PE=1 SV=3"	"0"	"78.2238085276118"	"14.3992055610725"	"13"	"21"	"12"	"1"	"1007"	"113.527"	"9.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e7"	"1.9e7"	"2.3e7"	"2.1e7"	"2.2e7"	"2.3e7"	"2.4e7"	"2.5e7"	"2.3e7"	"2.1e7"	"0.895"	"1.064"	"1.065"	"1.086"	"1.133"	"1.187"	"1.209"	"1.157"	"1.029"	"2729.3"	"2442.3"	"2902.7"	"2906.0"	"2965.3"	"3092.8"	"3239.9"	"3299.0"	"3158.4"	"2808.2"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"1.834"	"0"	"85.5097982883453"	"13"
"False"	"High"	"IsMasterProtein"	"Q15642-2"	"Isoform 2 of Cdc42-interacting protein 4 OS=Homo sapiens GN=TRIP10"	"0"	"78.2102805170594"	"38.8990825688073"	"16"	"22"	"16"	"1"	"545"	"62.553"	"5.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.4e7"	"4.7e7"	"5.6e7"	"5.8e7"	"5.6e7"	"5.9e7"	"6.1e7"	"6.1e7"	"5.7e7"	"5.3e7"	"0.927"	"1.092"	"1.095"	"1.114"	"1.188"	"1.170"	"1.242"	"1.152"	"1.052"	"2338.0"	"2166.7"	"2552.8"	"2559.8"	"2605.0"	"2776.5"	"2736.6"	"2903.7"	"2692.6"	"2458.5"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"2.924"	"0"	"81.8478698730469"	"16"
"False"	"High"	"IsMasterProtein"	"Q15814"	"Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2"	"0"	"78.1691883936399"	"46.242774566474"	"13"	"19"	"13"	"1"	"346"	"39.224"	"5.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.6e7"	"8.9e7"	"9.0e7"	"9.9e7"	"9.6e7"	"1.1e8"	"1.1e8"	"1.1e8"	"9.8e7"	"9.1e7"	"0.954"	"1.080"	"1.134"	"1.154"	"1.187"	"1.174"	"1.207"	"1.134"	"1.044"	"2285.7"	"2180.2"	"2469.6"	"2591.4"	"2638.3"	"2712.9"	"2683.7"	"2758.8"	"2592.3"	"2387.1"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"4.248"	"0"	"83.8828620910645"	"13"
