"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S11] F2: 126, Sample, drugX"	"Found in Sample: [S12] F2: 127N, Sample, drugX"	"Found in Sample: [S13] F2: 127C, Sample, drugX"	"Found in Sample: [S14] F2: 128N, Sample, drugX"	"Found in Sample: [S15] F2: 128C, Sample, drugX"	"Found in Sample: [S16] F2: 129N, Sample, drugX"	"Found in Sample: [S17] F2: 129C, Sample, drugX"	"Found in Sample: [S18] F2: 130N, Sample, drugX"	"Found in Sample: [S19] F2: 130C, Sample, drugX"	"Found in Sample: [S20] F2: 131, Sample, drugX"	"Modifications"	"Area: 126, drugX"	"Area: 127N, drugX"	"Area: 127C, drugX"	"Area: 128N, drugX"	"Area: 128C, drugX"	"Area: 129N, drugX"	"Area: 129C, drugX"	"Area: 130N, drugX"	"Area: 130C, drugX"	"Area: 131, drugX"	"Abundance Ratio: (127N, drugX) / (126, drugX)"	"Abundance Ratio: (127C, drugX) / (126, drugX)"	"Abundance Ratio: (128N, drugX) / (126, drugX)"	"Abundance Ratio: (128C, drugX) / (126, drugX)"	"Abundance Ratio: (129N, drugX) / (126, drugX)"	"Abundance Ratio: (129C, drugX) / (126, drugX)"	"Abundance Ratio: (130N, drugX) / (126, drugX)"	"Abundance Ratio: (130C, drugX) / (126, drugX)"	"Abundance Ratio: (131, drugX) / (126, drugX)"	"Abundance: F2: 126, Sample, drugX"	"Abundance: F2: 127N, Sample, drugX"	"Abundance: F2: 127C, Sample, drugX"	"Abundance: F2: 128N, Sample, drugX"	"Abundance: F2: 128C, Sample, drugX"	"Abundance: F2: 129N, Sample, drugX"	"Abundance: F2: 129C, Sample, drugX"	"Abundance: F2: 130N, Sample, drugX"	"Abundance: F2: 130C, Sample, drugX"	"Abundance: F2: 131, Sample, drugX"	"Abundances Count: F2: 126, Sample, drugX"	"Abundances Count: F2: 127N, Sample, drugX"	"Abundances Count: F2: 127C, Sample, drugX"	"Abundances Count: F2: 128N, Sample, drugX"	"Abundances Count: F2: 128C, Sample, drugX"	"Abundances Count: F2: 129N, Sample, drugX"	"Abundances Count: F2: 129C, Sample, drugX"	"Abundances Count: F2: 130N, Sample, drugX"	"Abundances Count: F2: 130C, Sample, drugX"	"Abundances Count: F2: 131, Sample, drugX"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q15366-3"	"Isoform 3 of Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2"	"0"	"178.03233848541"	"49.171270718232"	"13"	"48"	"7"	"1"	"362"	"38.197"	"6.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.2e8"	"4.1e8"	"4.7e8"	"4.6e8"	"4.5e8"	"4.2e8"	"3.8e8"	"4.4e8"	"3.3e8"	"3.5e8"	"0.793"	"0.924"	"0.949"	"0.933"	"0.894"	"0.885"	"0.952"	"0.730"	"0.740"	"3511.0"	"2782.9"	"3245.7"	"3330.9"	"3275.7"	"3137.6"	"3107.7"	"3342.5"	"2563.4"	"2598.6"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"34.481"	"0"	"194.77103304863"	"13"
"False"	"High"	"IsMasterProtein"	"P22314"	"Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3"	"0"	"177.725529642695"	"27.3156899810964"	"19"	"31"	"19"	"1"	"1058"	"117.774"	"5.76"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e8"	"1.6e8"	"1.5e8"	"1.1e8"	"1.1e8"	"9.3e7"	"1.1e8"	"1.1e8"	"9.5e7"	"9.3e7"	"0.921"	"1.333"	"1.178"	"0.995"	"0.869"	"0.844"	"0.943"	"0.787"	"0.875"	"3578.4"	"3296.1"	"4769.9"	"4214.7"	"3558.8"	"3111.2"	"3018.9"	"3375.3"	"2817.0"	"3132.1"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"2.162"	"0"	"134.289199352264"	"19"
"False"	"High"	"IsMasterProtein"	"Q8TEX9-2"	"Isoform 2 of Importin-4 OS=Homo sapiens GN=IPO4"	"0"	"177.657107324378"	"27.7008310249308"	"19"	"33"	"19"	"1"	"1083"	"118.826"	"4.94"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.9e7"	"5.4e7"	"5.6e7"	"5.3e7"	"5.2e7"	"5.3e7"	"5.9e7"	"6.4e7"	"4.4e7"	"4.0e7"	"0.820"	"0.987"	"1.005"	"0.969"	"0.942"	"0.926"	"1.004"	"0.763"	"0.742"	"3453.4"	"2832.5"	"3409.7"	"3470.4"	"3347.0"	"3254.3"	"3196.8"	"3465.8"	"2634.3"	"2560.9"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"2.498"	"0"	"128.274340391159"	"19"
"False"	"High"	"IsMasterProtein"	"P34913"	"Bifunctional epoxide hydrolase 2 OS=Homo sapiens GN=EPHX2 PE=1 SV=2"	"0"	"177.601457541076"	"32.4324324324324"	"13"	"29"	"13"	"1"	"555"	"62.575"	"6.28"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.3e7"	"5.6e7"	"6.8e7"	"7.2e7"	"7.1e7"	"6.7e7"	"6.8e7"	"7.2e7"	"5.3e7"	"5.5e7"	"0.813"	"0.935"	"0.945"	"0.935"	"0.923"	"0.941"	"1.009"	"0.767"	"0.749"	"5057.0"	"4113.2"	"4725.9"	"4780.4"	"4730.1"	"4669.0"	"4756.2"	"5100.6"	"3880.4"	"3785.4"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"7.003"	"0"	"132.574028968811"	"13"
"False"	"High"	"IsMasterProtein"	"Q9H4A4"	"Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2"	"0"	"177.351266477603"	"39.3846153846154"	"18"	"35"	"18"	"1"	"650"	"72.549"	"5.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.5e8"	"2.8e8"	"3.1e8"	"3.2e8"	"3.1e8"	"3.0e8"	"3.1e8"	"3.4e8"	"2.4e8"	"2.5e8"	"0.817"	"0.939"	"0.929"	"0.902"	"0.848"	"0.877"	"0.934"	"0.698"	"0.723"	"4373.6"	"3575.0"	"4108.4"	"4063.2"	"3945.6"	"3709.6"	"3835.2"	"4085.7"	"3050.9"	"3160.7"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"6.263"	"0"	"144.290326595306"	"18"
"False"	"High"	"IsMasterProtein"	"Q14247"	"Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2"	"0"	"174.79648312137"	"40.1818181818182"	"19"	"39"	"19"	"1"	"550"	"61.549"	"5.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e8"	"2.7e8"	"3.2e8"	"3.2e8"	"2.9e8"	"2.8e8"	"3.0e8"	"3.1e8"	"2.3e8"	"2.3e8"	"0.880"	"0.799"	"0.779"	"0.789"	"0.777"	"0.889"	"0.900"	"0.707"	"0.611"	"6204.6"	"5460.4"	"4954.4"	"4832.5"	"4897.5"	"4819.6"	"5517.2"	"5585.1"	"4385.5"	"3790.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"10.602"	"0"	"144.430090665817"	"19"
"False"	"High"	"IsMasterProtein"	"P62495"	"Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3"	"0"	"174.363148646158"	"44.8512585812357"	"15"	"40"	"15"	"1"	"437"	"49"	"5.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.1e8"	"5.1e8"	"6.2e8"	"6.1e8"	"5.5e8"	"4.9e8"	"5.1e8"	"5.7e8"	"4.1e8"	"3.9e8"	"0.854"	"1.097"	"1.046"	"0.991"	"0.908"	"0.921"	"0.998"	"0.755"	"0.758"	"6240.1"	"5328.3"	"6846.9"	"6526.1"	"6184.6"	"5663.1"	"5748.7"	"6230.3"	"4714.1"	"4732.2"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"10.86"	"0"	"182.470697402954"	"15"
"False"	"High"	"IsMasterProtein"	"Q6S8J3"	"POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=1 SV=3"	"0"	"174.060464420993"	"9.67441860465116"	"8"	"121"	"1"	"1"	"1075"	"121.286"	"6.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.1e7"	"3.0e7"	"3.7e7"	"2.6e7"	"2.7e7"	"1.9e7"	"2.0e7"	"1.6e7"	"1.9e7"	"0.917"	"1.854"	"2.296"	"1.695"	"1.784"	"1.342"	"1.437"	"1.168"	"1.307"	"238.6"	"218.8"	"442.3"	"547.8"	"404.5"	"425.7"	"320.3"	"342.8"	"278.6"	"311.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.529"	"0"	"572.485748291016"	"8"
"False"	"High"	"IsMasterProtein"	"Q99598"	"Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1"	"0"	"172.170048837328"	"52.7586206896552"	"15"	"40"	"15"	"1"	"290"	"33.092"	"6.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e8"	"2.2e8"	"2.6e8"	"2.5e8"	"2.5e8"	"2.7e8"	"2.9e8"	"3.0e8"	"2.2e8"	"2.0e8"	"0.810"	"0.971"	"0.963"	"0.955"	"0.926"	"0.955"	"0.984"	"0.788"	"0.760"	"4822.3"	"3906.4"	"4680.1"	"4645.5"	"4605.2"	"4465.3"	"4602.9"	"4745.3"	"3802.3"	"3666.2"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"34.481"	"0"	"168.043016433716"	"15"
"False"	"High"	"IsMasterProtein"	"P52788"	"Spermine synthase OS=Homo sapiens GN=SMS PE=1 SV=2"	"0"	"170.379590746807"	"68.3060109289617"	"17"	"36"	"17"	"1"	"366"	"41.242"	"5.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e8"	"2.9e8"	"3.7e8"	"3.7e8"	"3.5e8"	"3.2e8"	"3.7e8"	"4.0e8"	"2.8e8"	"2.7e8"	"0.826"	"1.020"	"1.037"	"1.025"	"1.006"	"1.008"	"1.071"	"0.844"	"0.817"	"4907.4"	"4052.2"	"5006.2"	"5087.7"	"5030.7"	"4937.3"	"4945.5"	"5255.3"	"4140.6"	"4007.9"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"13.925"	"0"	"153.181401968002"	"17"
"False"	"High"	"IsMasterProtein"	"Q10567"	"AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2"	"0"	"170.250988623465"	"26.6596417281349"	"19"	"28"	"1"	"1"	"949"	"104.57"	"5.06"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.9e6"	"8.1e6"	"9.2e6"	"8.7e6"	"8.5e6"	"8.2e6"	"8.9e6"	"9.0e6"	"6.5e6"	"6.4e6"	"0.822"	"0.928"	"0.881"	"0.854"	"0.831"	"0.900"	"0.913"	"0.659"	"0.648"	"356.7"	"293.1"	"331.0"	"314.3"	"304.6"	"296.4"	"321.0"	"325.5"	"234.9"	"231.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2.311"	"0"	"125.564926862717"	"19"
"False"	"High"	"IsMasterProtein"	"Q12905"	"Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2"	"0"	"169.856908097188"	"42.3076923076923"	"10"	"30"	"10"	"1"	"390"	"43.035"	"5.26"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e8"	"1.8e8"	"2.3e8"	"2.3e8"	"2.0e8"	"2.1e8"	"2.2e8"	"2.2e8"	"1.6e8"	"1.7e8"	"0.816"	"0.994"	"1.020"	"0.984"	"0.983"	"0.979"	"1.030"	"0.780"	"0.780"	"3512.6"	"2867.5"	"3492.7"	"3582.0"	"3457.9"	"3453.8"	"3437.3"	"3618.1"	"2739.6"	"2740.4"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"11.452"	"0"	"124.166321754456"	"10"
"False"	"High"	"IsMasterProtein"	"P30086"	"Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3"	"0"	"169.306843370921"	"66.8449197860963"	"8"	"36"	"8"	"1"	"187"	"21.044"	"7.53"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.3e9"	"2.8e9"	"3.5e9"	"3.6e9"	"3.4e9"	"3.3e9"	"3.4e9"	"3.6e9"	"2.6e9"	"2.8e9"	"0.785"	"0.826"	"0.798"	"0.821"	"0.829"	"0.903"	"0.954"	"0.711"	"0.638"	"5967.1"	"4685.3"	"4927.7"	"4763.1"	"4898.4"	"4945.1"	"5391.1"	"5691.2"	"4245.2"	"3807.4"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"99"	"0"	"179.722040176392"	"8"
"False"	"High"	"IsMasterProtein"	"Q9NXG2"	"THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2"	"0"	"169.108521264471"	"44.7592067988669"	"15"	"37"	"15"	"1"	"353"	"39.291"	"7.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e8"	"2.2e8"	"2.7e8"	"2.6e8"	"2.6e8"	"2.5e8"	"2.6e8"	"2.6e8"	"2.2e8"	"2.0e8"	"0.815"	"0.976"	"0.955"	"0.970"	"0.956"	"0.981"	"1.027"	"0.811"	"0.770"	"5149.4"	"4197.9"	"5027.1"	"4916.6"	"4994.8"	"4922.4"	"5051.3"	"5289.6"	"4176.3"	"3964.2"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"16.013"	"0"	"144.337549209595"	"15"
"False"	"High"	"IsMasterProtein"	"P30101"	"Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4"	"0"	"168.972506489098"	"49.1089108910891"	"21"	"44"	"21"	"1"	"505"	"56.747"	"6.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.7e8"	"4.0e8"	"4.9e8"	"4.7e8"	"3.9e8"	"3.6e8"	"3.6e8"	"4.0e8"	"3.1e8"	"2.9e8"	"0.869"	"1.079"	"0.990"	"0.930"	"0.835"	"0.855"	"0.920"	"0.743"	"0.743"	"6373.8"	"5539.5"	"6879.9"	"6312.8"	"5928.6"	"5322.8"	"5452.5"	"5860.8"	"4735.4"	"4735.7"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"9"	"0"	"177.983775615692"	"21"
"False"	"High"	"IsMasterProtein"	"P40925-3"	"Isoform 3 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1"	"0"	"168.327303867386"	"56.5340909090909"	"21"	"62"	"21"	"1"	"352"	"38.603"	"7.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e9"	"1.8e9"	"2.1e9"	"2.0e9"	"2.0e9"	"2.0e9"	"2.2e9"	"2.2e9"	"1.6e9"	"1.5e9"	"0.837"	"0.963"	"0.972"	"0.970"	"0.948"	"0.977"	"1.029"	"0.791"	"0.799"	"6491.5"	"5434.9"	"6249.2"	"6309.1"	"6299.0"	"6156.2"	"6341.3"	"6677.3"	"5135.3"	"5183.6"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"35.308"	"0"	"220.82651257515"	"21"
"False"	"High"	"IsMasterProtein"	"P06132"	"Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2"	"0"	"167.998593337752"	"41.41689373297"	"13"	"34"	"13"	"1"	"367"	"40.761"	"6.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e8"	"2.7e8"	"2.9e8"	"2.7e8"	"2.6e8"	"2.6e8"	"2.9e8"	"2.9e8"	"2.3e8"	"2.0e8"	"0.788"	"0.871"	"0.886"	"0.856"	"0.851"	"0.884"	"0.942"	"0.652"	"0.601"	"3929.7"	"3097.5"	"3424.4"	"3479.9"	"3362.5"	"3345.0"	"3474.1"	"3701.8"	"2564.1"	"2363.1"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"25.367"	"0"	"159.638389348984"	"13"
"False"	"High"	"IsMasterProtein"	"P09960"	"Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2"	"0"	"167.501537803456"	"35.3518821603928"	"16"	"34"	"16"	"1"	"611"	"69.241"	"6.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e8"	"1.3e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.5e8"	"1.0e8"	"1.0e8"	"0.804"	"0.873"	"0.848"	"0.853"	"0.844"	"0.916"	"0.965"	"0.710"	"0.664"	"5967.2"	"4795.8"	"5212.3"	"5060.4"	"5090.0"	"5038.3"	"5468.1"	"5759.2"	"4238.0"	"3963.7"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"4.012"	"0"	"143.628140211105"	"16"
"False"	"High"	"IsMasterProtein"	"P28066"	"Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3"	"0"	"167.345069923207"	"53.1120331950208"	"9"	"53"	"9"	"1"	"241"	"26.394"	"4.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.8e8"	"8.6e8"	"8.7e8"	"8.9e8"	"8.9e8"	"8.9e8"	"8.8e8"	"8.8e8"	"7.7e8"	"6.6e8"	"0.814"	"0.966"	"0.973"	"0.953"	"0.931"	"0.963"	"1.024"	"0.768"	"0.729"	"5477.5"	"4458.9"	"5293.1"	"5329.1"	"5217.8"	"5101.6"	"5274.3"	"5607.8"	"4204.0"	"3993.7"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"350.119"	"0"	"211.987071275711"	"9"
"False"	"High"	"IsMasterProtein"	"Q10567-3"	"Isoform C of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1"	"0"	"167.245955171766"	"26.6240681576145"	"19"	"28"	"1"	"1"	"939"	"103.498"	"5.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.4e6"	"5.0e6"	"5.7e6"	"5.5e6"	"5.4e6"	"5.1e6"	"5.0e6"	"5.1e6"	"4.1e6"	"4.4e6"	"0.826"	"1.009"	"1.000"	"0.973"	"0.906"	"0.919"	"0.931"	"0.780"	"0.758"	"5104.6"	"4214.0"	"5152.2"	"5103.3"	"4966.7"	"4625.4"	"4689.4"	"4752.9"	"3981.4"	"3869.8"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"2.311"	"22"	"124.434010267258"	"19"
"False"	"High"	"IsMasterProtein"	"P30044"	"Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4"	"0"	"166.954602788758"	"56.5420560747664"	"10"	"46"	"10"	"1"	"214"	"22.073"	"8.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e9"	"1.1e9"	"1.2e9"	"1.3e9"	"1.2e9"	"1.2e9"	"1.3e9"	"1.3e9"	"9.8e8"	"9.6e8"	"0.832"	"0.979"	"1.021"	"1.014"	"1.001"	"1.002"	"1.071"	"0.809"	"0.806"	"5006.2"	"4164.2"	"4901.5"	"5109.7"	"5076.9"	"5011.3"	"5018.5"	"5362.2"	"4052.1"	"4032.8"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"99"	"0"	"195.590817213058"	"10"
"False"	"High"	"IsMasterProtein"	"P69905"	"Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2"	"0"	"165.798307385969"	"48.5915492957746"	"5"	"50"	"4"	"1"	"142"	"15.248"	"8.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.0e8"	"7.2e8"	"8.4e8"	"8.6e8"	"8.1e8"	"7.7e8"	"8.6e8"	"8.8e8"	"7.3e8"	"6.7e8"	"0.902"	"0.951"	"0.949"	"0.921"	"0.901"	"0.946"	"0.977"	"0.843"	"0.776"	"4059.5"	"3662.2"	"3862.2"	"3854.4"	"3737.4"	"3658.8"	"3840.9"	"3966.2"	"3422.7"	"3151.2"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"748.894"	"0"	"205.620864629745"	"5"
"False"	"High"	"IsMasterProtein"	"P11940"	"Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2"	"0"	"165.350393429847"	"39.622641509434"	"18"	"50"	"13"	"1"	"636"	"70.626"	"9.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e8"	"1.9e8"	"2.2e8"	"2.1e8"	"2.0e8"	"2.0e8"	"2.2e8"	"2.2e8"	"1.7e8"	"1.4e8"	"0.836"	"1.013"	"0.986"	"0.948"	"0.913"	"0.937"	"0.983"	"0.806"	"0.796"	"3754.5"	"3138.7"	"3803.6"	"3702.1"	"3558.3"	"3427.7"	"3516.3"	"3689.4"	"3026.9"	"2988.6"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"6.079"	"6"	"128.29046869278"	"18"
"False"	"High"	"IsMasterProtein"	"Q9NRY5"	"Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4"	"0"	"165.105540968134"	"40.5940594059406"	"15"	"28"	"15"	"1"	"505"	"55.434"	"4.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e8"	"7.2e7"	"8.7e7"	"8.6e7"	"8.7e7"	"8.6e7"	"9.3e7"	"9.3e7"	"6.6e7"	"6.6e7"	"0.765"	"0.895"	"0.911"	"0.901"	"0.886"	"0.908"	"0.941"	"0.700"	"0.691"	"5346.1"	"4090.6"	"4783.3"	"4869.6"	"4817.7"	"4736.5"	"4855.6"	"5030.2"	"3742.7"	"3695.3"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"5.136"	"0"	"117.806285381317"	"15"
"False"	"High"	"IsMasterProtein"	"P07741"	"Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2"	"0"	"164.745573645322"	"64.4444444444444"	"12"	"46"	"12"	"1"	"180"	"19.595"	"6.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.8e8"	"7.7e8"	"1.1e9"	"1.2e9"	"1.1e9"	"1.0e9"	"9.6e8"	"1.1e9"	"8.8e8"	"7.3e8"	"0.865"	"1.076"	"1.168"	"1.140"	"1.137"	"1.083"	"1.182"	"0.883"	"0.861"	"4490.1"	"3885.8"	"4829.7"	"5242.3"	"5118.1"	"5103.6"	"4861.1"	"5309.0"	"3963.0"	"3866.1"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"42.94"	"0"	"194.834185600281"	"12"
"False"	"High"	"IsMasterProtein"	"P22059"	"Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1"	"0"	"163.934367811605"	"31.8463444857497"	"21"	"38"	"21"	"1"	"807"	"89.365"	"7.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e8"	"1.6e8"	"1.8e8"	"2.1e8"	"1.8e8"	"1.9e8"	"2.0e8"	"2.2e8"	"1.5e8"	"1.5e8"	"0.806"	"0.947"	"0.975"	"0.963"	"0.923"	"0.934"	"1.005"	"0.775"	"0.769"	"4170.5"	"3362.0"	"3947.4"	"4067.3"	"4014.3"	"3848.7"	"3894.8"	"4190.7"	"3233.9"	"3207.4"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"3.054"	"0"	"148.844274282455"	"21"
"False"	"High"	"IsMasterProtein"	"P28074"	"Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3"	"0"	"163.642690464211"	"53.9923954372624"	"14"	"37"	"14"	"1"	"263"	"28.462"	"6.92"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.3e8"	"6.8e8"	"7.4e8"	"7.4e8"	"8.1e8"	"7.5e8"	"7.3e8"	"8.2e8"	"6.4e8"	"6.1e8"	"0.786"	"1.052"	"1.047"	"1.038"	"0.978"	"0.967"	"1.000"	"0.842"	"0.860"	"5589.0"	"4390.6"	"5879.2"	"5850.7"	"5799.3"	"5467.7"	"5407.0"	"5591.0"	"4705.9"	"4804.3"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"37.747"	"0"	"155.830546617508"	"14"
"False"	"High"	"IsMasterProtein"	"O75083"	"WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4"	"0"	"163.198278288403"	"43.2343234323432"	"19"	"38"	"19"	"1"	"606"	"66.152"	"6.65"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e8"	"2.4e8"	"2.9e8"	"2.5e8"	"2.2e8"	"2.1e8"	"2.5e8"	"2.5e8"	"2.0e8"	"1.8e8"	"0.870"	"0.989"	"0.937"	"0.900"	"0.846"	"0.883"	"0.913"	"0.710"	"0.708"	"6463.7"	"5625.7"	"6395.4"	"6056.7"	"5817.6"	"5465.5"	"5707.6"	"5902.4"	"4586.5"	"4576.7"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"4.223"	"0"	"157.100981473923"	"19"
"False"	"High"	"IsMasterProtein"	"P07339"	"Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1"	"0"	"163.043310818688"	"34.2233009708738"	"10"	"36"	"10"	"1"	"412"	"44.524"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e8"	"9.0e7"	"1.1e8"	"1.0e8"	"9.5e7"	"8.7e7"	"9.5e7"	"9.7e7"	"7.2e7"	"7.8e7"	"0.904"	"1.103"	"1.082"	"1.037"	"0.985"	"0.983"	"1.023"	"0.801"	"0.830"	"4530.1"	"4093.5"	"4997.9"	"4899.7"	"4699.8"	"4463.8"	"4453.1"	"4633.7"	"3630.6"	"3759.9"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"13.925"	"0"	"135.485867023468"	"10"
