Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (127C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (131, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance: F1: 126, Sample, Treatmentrep1"	"Abundance: F1: 127N, Sample, Treatmentrep1"	"Abundance: F1: 127C, Sample, Treatmentrep1"	"Abundance: F1: 128N, Sample, Treatmentrep1"	"Abundance: F1: 128C, Sample, Treatmentrep1"	"Abundance: F1: 129N, Sample, Treatmentrep1"	"Abundance: F1: 129C, Sample, Treatmentrep1"	"Abundance: F1: 130N, Sample, Treatmentrep1"	"Abundance: F1: 130C, Sample, Treatmentrep1"	"Abundance: F1: 131, Sample, Treatmentrep1"	"Abundances Count: F1: 126, Sample, Treatmentrep1"	"Abundances Count: F1: 127N, Sample, Treatmentrep1"	"Abundances Count: F1: 127C, Sample, Treatmentrep1"	"Abundances Count: F1: 128N, Sample, Treatmentrep1"	"Abundances Count: F1: 128C, Sample, Treatmentrep1"	"Abundances Count: F1: 129N, Sample, Treatmentrep1"	"Abundances Count: F1: 129C, Sample, Treatmentrep1"	"Abundances Count: F1: 130N, Sample, Treatmentrep1"	"Abundances Count: F1: 130C, Sample, Treatmentrep1"	"Abundances Count: F1: 131, Sample, Treatmentrep1"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P13725	Oncostatin-M OS=Homo sapiens GN=OSM PE=1 SV=2	3.174603175	1	1	1	1	252	28.466	10.71		5008	ENSG00000099985	OSM	22	cell proliferation;development;metabolic process;regulation of biological process;response to stimulus	extracellular	protein binding	Pf01291	0.968	0.992	0.938	0.637	0.386	0.255	0.142	0.104	0.086	316.7	306.6	314.1	297	201.6	122.3	80.7	45.1	32.9	27.2	1	1	1	1	1	1	1	1	1	1	0.136	0	0	1		
FALSE	IsMasterProtein	P13796	Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6	68.7400319	37	536	34	1	627	70.244	5.43		3936	ENSG00000136167	LCP1	13	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	metal ion binding;protein binding	"Pf00036, Pf00307, Pf13405, Pf13499"	0.971	1.036	0.976	0.879	0.744	0.705	0.6	0.572	0.435	51632.5	50148	53483.4	50405.7	45400.5	38420.4	36425.8	31001.2	29550.6	22472.2	68	68	68	68	68	68	68	68	68	68	56.797	5	1037.57172	36	6641.317405	33
FALSE	IsMasterProtein	P13804	"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1"	66.96696697	18	112	18	1	333	35.058	8.38		2108	ENSG00000140374	ETFA	15	metabolic process;transport	mitochondrion;organelle lumen	catalytic activity;nucleotide binding	"Pf00766, Pf01012"	0.959	0.976	0.895	0.786	0.643	0.49	0.238	0.105	0.055	15301	14676.9	14926.9	13701.3	12024.1	9843	7495	3641.1	1601.7	840.6	23	23	23	23	23	23	23	23	23	23	11.217	0	239.1166738	18	1957.714836	16
FALSE	IsMasterProtein	P13807	"Glycogen [starch] synthase, muscle OS=Homo sapiens GN=GYS1 PE=1 SV=2"	3.392130258	2	4	2	1	737	83.732	6.18		2997	ENSG00000104812	GYS1	19	metabolic process	cytoplasm;cytosol;membrane	catalytic activity;protein binding	"Pf00534, Pf05693, Pf13579"	0.719	0.562	0.486	0.314	0.233	0.145	0.114	0.098	0.077	604.7	434.8	340.1	294	190	141.1	87.9	69.1	59.3	46.6	2	2	2	2	2	2	2	2	2	2	0.125	0	7.239327669	2	54.69	2
FALSE	IsMasterProtein	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	54.7029703	19	52	18	1	404	45.49	5.07		5576	ENSG00000114302	PRKAR2A	3	coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding	"Pf00027, Pf02197"	0.954	0.903	0.676	0.51	0.329	0.236	0.098	0.058	0.045	5468.2	5216.6	4935.3	3696.2	2786.6	1801.3	1290	533.5	318.8	248.1	12	12	12	12	12	12	12	12	12	12	4.38	1	104.2657222	19	640.1951071	19
FALSE	IsMasterProtein	P13929	Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5	33.640553	13	310	4	1	434	46.957	7.71		2027	ENSG00000108515	ENO3	17	metabolic process;response to stimulus	cytoplasm;cytosol;membrane	catalytic activity;metal ion binding;protein binding	"Pf00113, Pf03952, Pf13378"	0.971	1.02	0.885	0.808	0.621	0.629	0.474	0.375	0.165	1770.8	1718.7	1806.8	1567.5	1431.1	1100.3	1113.8	839.3	664.2	292.9	6	6	6	6	6	6	6	6	6	6	6.88	0	734.8965414	13	5635.453185	9
FALSE	IsMasterProtein	P13984	General transcription factor IIF subunit 2 OS=Homo sapiens GN=GTF2F2 PE=1 SV=2	35.74297189	11	25	11	1	249	28.363	9.23		2963	ENSG00000188342	GTF2F2	13	metabolic process;regulation of biological process	cytoskeleton;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	Pf02270	0.958	1.046	0.813	0.653	0.386	0.264	0.153	0.125	0.099	2607.2	2497.7	2726.2	2118.8	1701.5	1007	688	399.3	325.7	259	6	6	6	6	6	6	6	6	6	6	3.437	0	44.12069488	11	165.6435278	10
FALSE	IsMasterProtein	P13995	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens GN=MTHFD2 PE=1 SV=2"	26.57142857	8	20	8	1	350	37.871	8.73		10797	ENSG00000065911	MTHFD2	2	metabolic process	cytosol;mitochondrion	catalytic activity;metal ion binding	"Pf00763, Pf02882"	0.968	0.647	0.4	0.162	0.088	0.051	0.037	0.034	0.024	3161.7	3059.6	2044.8	1264.5	511.5	278.5	160.8	116.6	108.9	75.2	5	5	5	5	5	5	5	5	5	5	1.565	0	37.45819712	8	249.7946951	8
FALSE	IsMasterProtein	P14136-2	Isoform 2 of Glial fibrillary acidic protein OS=Homo sapiens GN=GFAP	9.589041096	5	19	1	1	438	50.258	5.67		2670	ENSG00000131095	GFAP	17	cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	catalytic activity;motor activity;protein binding;structural molecule activity	"Pf00038, Pf01496, Pf01576, Pf04732, Pf05761, Pf12128, Pf13270, Pf14988"																														0.607	0	21.70613289	3	51.28194139	4
FALSE	IsMasterProtein	P14174	Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4	26.08695652	5	36	5	1	115	12.468	7.88		4282	ENSG00000240972; ENSG00000276701	MIF	22; CHRHSCHR221CTG7	cell organization and biogenesis;cell proliferation;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;extracellular	catalytic activity;protein binding	Pf01187	0.974	1.054	1.029	0.834	0.675	0.632	0.531	0.467	0.395	3957.7	3854.8	4171.7	4070.9	3302.4	2672.4	2502.7	2101.5	1848.2	1563	7	7	7	7	7	7	7	7	7	7	176.828	0	34.98836279	4	366.9920364	5
FALSE	IsMasterProtein	P14209	CD99 antigen OS=Homo sapiens GN=CD99 PE=1 SV=1	12.97297297	2	4	2	1	185	18.836	4.75		4267	ENSG00000002586	CD99	X|Y; X		cytoplasm;membrane		Pf12301	1.096	0.988	0.966	0.812	0.653	0.587	0.507	0.512	0.469	322	352.8	318.1	311.1	261.5	210.3	189.1	163.2	164.8	150.9	2	2	2	2	2	2	2	2	2	2	1.154	0	8.791689634	2	98.85	2
FALSE	IsMasterProtein	P14210	Hepatocyte growth factor OS=Homo sapiens GN=HGF PE=1 SV=2	1.098901099	1	2	1	1	728	83.079	7.88		3082	ENSG00000019991	HGF	7	cell communication;cell organization and biogenesis;cell proliferation;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	extracellular;membrane;organelle lumen	catalytic activity;metal ion binding;protein binding	"Pf00024, Pf00051, Pf00089"	0.928	0.872	0.72	0.531	0.375	0.362	0.294	0.284	0.227	440.5	408.6	383.9	317.1	234.1	165.1	159.5	129.7	125.3	99.9	1	1	1	1	1	1	1	1	1	1	0.049	0	2.167234421	1	19.19	1
FALSE	IsMasterProtein	P14317	Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=1 SV=3	48.97119342	20	100	19	1	486	53.981	4.81		3059	ENSG00000180353	HCLS1	3	cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoplasm;membrane;mitochondrion;nucleus	protein binding	"Pf00018, Pf02218, Pf07653, Pf14604"	1	1.063	0.949	0.861	0.759	0.71	0.596	0.572	0.486	5745.5	5743.4	6109.6	5449.8	4945.1	4361.6	4079.3	3426.4	3285.1	2789.9	19	19	19	19	19	19	19	19	19	19	14.505	0	210.5188563	20	1081.070213	19
FALSE	IsMasterProtein	P14550	Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens GN=AKR1A1 PE=1 SV=3	65.53846154	20	60	20	1	325	36.55	6.79		10327	ENSG00000117448	AKR1A1	1	metabolic process	cytosol;membrane	catalytic activity;protein binding	Pf00248	1.069	1.179	1.016	0.521	0.216	0.121	0.07	0.052	0.04	7599.6	8120.2	8957.7	7717.7	3959.5	1640.5	920.5	528.6	395.2	301.7	16	16	16	16	16	16	16	16	16	16	8.085	0	116.9604659	19	787.5453598	20
FALSE	IsMasterProtein	P14618	Pyruvate kinase isozymes M1/M2 OS=Homo sapiens GN=PKM PE=1 SV=4	67.23163842	31	390	4	1	531	57.9	7.84		5315	ENSG00000067225	PKM	15	cell death;metabolic process	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf00224, Pf02887"	0.97	0.956	0.735	0.531	0.446	0.4	0.322	0.133	0.057	50406.4	48873.1	48177.7	37071.3	26741.7	22488.5	20167	16208.6	6724.4	2881.2	43	43	43	43	43	43	43	43	43	43	21.457	39	806.726971	31	5647.503589	29
FALSE	IsMasterProtein	P14618-2	Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens GN=PKM	59.13370998	28	363	1	1	531	58.025	7.71		5315	ENSG00000067225	PKM	15	cell death;metabolic process;response to stimulus	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf00224, Pf02887"	1.062	1.122	1.131	1.035	0.98	1.02	0.851	0.533	0.097	474	503.3	531.9	536.1	490.6	464.7	483.5	403.4	252.6	46.2	1	1	1	1	1	1	1	1	1	1	16.252	0	729.0189737	28	5019.806576	26
FALSE	IsMasterProtein	P14621	Acylphosphatase-2 OS=Homo sapiens GN=ACYP2 PE=1 SV=2	44.44444444	5	10	5	1	99	11.133	9.5		98	ENSG00000170634	ACYP2	2	metabolic process	mitochondrion	catalytic activity;protein binding	Pf00708	0.874	0.849	0.914	0.799	0.577	0.384	0.147	0.084	0.071	1529.3	1335.9	1297.9	1398.3	1221.4	881.7	586.7	225.5	128.7	109	4	4	4	4	4	4	4	4	4	4	2.594	0	14.85203338	5	94.66179243	5
FALSE	IsMasterProtein	P14625	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	46.07721046	39	419	31	1	803	92.411	4.84		7184	ENSG00000166598	HSP90B1	12	cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;endoplasmic reticulum;extracellular;membrane;nucleus;organelle lumen	metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf00183, Pf02518, Pf13589"	1.025	1.102	1.058	0.8	0.396	0.172	0.085	0.059	0.049	52429.7	53718	57760.8	55474.2	41936.1	20773.1	9029.7	4445.9	3104.7	2580.9	52	52	52	52	52	52	52	52	52	52	16.191	10	853.9805698	39	4934.007595	35
FALSE	IsMasterProtein	P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens GN=CCNB1 PE=1 SV=1	11.08545035	5	10	5	1	433	48.306	7.47		891	ENSG00000134057	CCNB1	5	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	catalytic activity;protein binding	"Pf00134, Pf02984"	0.909	0.98	0.733	0.613	0.426	0.322	0.122	0.066	0.071	1357.8	1233.9	1330.8	995.6	832.4	578.2	437.8	165.1	89.2	96.2	4	4	4	4	4	4	4	4	4	4	0.688	0	17.34265518	5	122.63	5
FALSE	IsMasterProtein	P14649	Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1	46.15384615	9	33	6	1	208	22.75	5.73		140465	ENSG00000196465	MYL6B	12	cellular component movement;metabolic process	cytosol	catalytic activity;metal ion binding;motor activity;protein binding;structural molecule activity	"Pf13405, Pf13499"	0.964	0.985	0.906	0.794	0.658	0.684	0.575	0.521	0.475	1132.8	1091.7	1115.4	1026.7	899.5	745.1	774.6	650.9	589.9	538.1	5	5	5	5	5	5	5	5	5	5	5.105	0	68.56865942	9	634.9133333	8
FALSE	IsMasterProtein	P14678-3	Isoform SM-B1 of Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB	25.95155709	9	51	8	1	289	30.012	10.18									Pf01423	1.029	1.1	1.054	0.918	0.767	0.646	0.421	0.351	0.321	3357.2	3455.3	3692.5	3538.8	3083.4	2574.2	2168.8	1413.2	1178.3	1078.1	9	9	9	9	9	9	9	9	9	9	4.623	1	96.37185395	9	668.3756297	9
FALSE	IsMasterProtein	P14735	Insulin-degrading enzyme OS=Homo sapiens GN=IDE PE=1 SV=4	33.75858685	34	100	34	1	1019	117.893	6.61		3416	ENSG00000119912	IDE	10	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;cytosol;extracellular;membrane;mitochondrion;nucleus;organelle lumen;proteasome	catalytic activity;metal ion binding;nucleotide binding;protein binding;receptor activity	"Pf00675, Pf05193"	0.995	1.058	0.937	0.757	0.463	0.242	0.087	0.056	0.04	17906.2	17813	18946.9	16772.4	13549.2	8283.5	4332.3	1561.6	995.2	713.4	33	33	33	33	33	33	33	33	33	33	3.16	0	186.286091	34	949.0950831	31
FALSE	IsMasterProtein	P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2	61.62790698	5	22	5	1	86	10.186	7.05		1340	ENSG00000126267	COX6B1	19	metabolic process;transport	membrane;mitochondrion	catalytic activity;transporter activity	Pf02297	0.941	0.778	0.698	0.55	0.352	0.3	0.21	0.19	0.15	1577.4	1485	1227.7	1101.3	867.7	555.4	474	331.4	300.3	236.6	4	4	4	4	4	4	4	4	4	4	6.197	0	31.21238041	5	146.9263794	5
FALSE	IsMasterProtein	P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	49.06621392	22	80	20	1	589	64.092	8.22		3191	ENSG00000104824	HNRNPL	19	metabolic process	cytoplasm;membrane;nucleus	DNA binding;nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	0.809	0.486	0.236	0.146	0.094	0.064	0.041	0.033	0.026	21531.6	17429.7	10456.7	5071.1	3133.5	2019.3	1374.9	892.9	715.3	568.4	21	21	21	21	21	21	21	21	21	21	8.261	2	154.8193498	22	1036.491926	18
FALSE	IsMasterProtein	P14868	"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2"	71.65668663	36	169	36	1	501	57.1	6.55		1615	ENSG00000115866	DARS	2	cell organization and biogenesis;metabolic process	cytoplasm;cytosol;membrane	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00152, Pf01336"	0.967	0.884	0.529	0.227	0.136	0.075	0.049	0.036	0.03	34437.5	33314.4	30448.7	18218.6	7802.6	4696.8	2579.3	1680.1	1236.3	1050.3	37	37	37	37	37	37	37	37	37	37	13.962	0	295.8997707	34	1671.828617	34
FALSE	IsMasterProtein	P14923	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	17.04697987	10	20	10	1	745	81.693	6.14		3728	ENSG00000173801	JUP	17	cell communication;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	protein binding;signal transducer activity;structural molecule activity	Pf00514	0.899	0.961	0.844	0.721	0.549	0.424	0.176	0.093	0.068	3028.6	2723.3	2911.8	2555.3	2184.7	1663	1283	534.5	280.8	204.7	10	10	10	10	10	10	10	10	10	10	0.688	0	41.40304685	10	266.4324516	10
FALSE	IsMasterProtein	P14927	Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2	42.34234234	5	9	1	1	111	13.522	8.78		7381	ENSG00000156467	UQCRB	8	metabolic process;transport	membrane;mitochondrion	catalytic activity;protein binding;transporter activity	Pf02271	1.186	1.123	1	0.808	0.559	0.482	0.344	0.344	0.275	268.7	318.8	301.8	268.8	217.2	150.2	129.6	92.3	92.5	74	1	1	1	1	1	1	1	1	1	1	3.217	0	17.29260504	5	68.27666667	4
FALSE	IsMasterProtein	P15056	Serine/threonine-protein kinase B-raf OS=Homo sapiens GN=BRAF PE=1 SV=4	12.27154047	8	20	5	1	766	84.384	7.53		673	ENSG00000157764	BRAF	7	cell communication;cell differentiation;cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00069, Pf00130, Pf02196, Pf07714, Pf14531"	1.005	0.923	0.752	0.399	0.243	0.159	0.107	0.09	0.078	1344.5	1351.6	1240.4	1010.9	536.2	326.4	213.4	144.4	120.6	104.3	5	5	5	5	5	5	5	5	5	5	0.658	0	34.5273726	8	218.305	7
FALSE	IsMasterProtein	P15104	Glutamine synthetase OS=Homo sapiens GN=GLUL PE=1 SV=4	33.78016086	12	39	12	1	373	42.037	6.89		2752	ENSG00000135821	GLUL	1	cell communication;cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;endoplasmic reticulum;mitochondrion;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00120, Pf03951"	0.969	1.072	0.981	0.877	0.722	0.603	0.236	0.117	0.096	2249.7	2179.5	2412	2207.6	1972.6	1624.4	1357.4	530.4	264.3	216.4	11	11	11	11	11	11	11	11	11	11	5.31	0	68.42531979	11	378.3375	11
FALSE	IsMasterProtein	P15151	Poliovirus receptor OS=Homo sapiens GN=PVR PE=1 SV=2	3.357314149	1	2	1	1	417	45.274	6.52		5817	ENSG00000073008	PVR	19	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cell surface;cytoplasm;extracellular;membrane	protein binding;receptor activity	"Pf00047, Pf08205"	0.832	0.897	0.7	1.05	0.83	0.942	0.737	0.879	0.595	46.4	38.6	41.6	32.5	48.7	38.5	43.7	34.2	40.8	27.6	1	1	1	1	1	1	1	1	1	1	0.212	0	4.534633636	1	45.49	1
FALSE	IsMasterProtein	P15153	Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1	30.20833333	6	15	3	1	192	21.415	7.61		5880	ENSG00000128340	RAC2	22	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane	catalytic activity;enzyme regulator activity;nucleotide binding	"Pf00025, Pf00071, Pf08477"	0.891	0.822	0.484	0.329	0.064	0.021	0.01	0.01	0.01	649.9	579.2	533.9	314.8	213.8	41.9	13.8	2.6	2.5	2	2	2	2	2	2	2	2	2	2	2	3.642	0	26.37724435	6	162.274999	5
FALSE	IsMasterProtein	P15289	Arylsulfatase A OS=Homo sapiens GN=ARSA PE=1 SV=3	6.114398422	2	4	1	1	507	53.554	6.07		410	ENSG00000100299	ARSA	22	metabolic process;response to stimulus	cytoplasm;endosome;membrane;organelle lumen;vacuole	catalytic activity;metal ion binding;protein binding	"Pf00884, Pf01663, Pf14707"	1.063	1.155	1.172	0.818	0.767	0.512	0.453	0.499	0.327	52.3	55.6	60.4	61.3	42.8	40.1	26.8	23.7	26.1	17.1	1	1	1	1	1	1	1	1	1	1	0.292	0	5.754721403	2	49.52	2
FALSE	IsMasterProtein	P15311	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	60.23890785	41	324	29	1	586	69.37	6.27		7430	ENSG00000092820	EZR	6	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;endosome;membrane	protein binding;RNA binding	"Pf00373, Pf00769, Pf09379, Pf09380"	1.005	1.055	1.009	0.924	0.769	0.477	0.14	0.11	0.093	14440.8	14511.9	15229.6	14576.9	13338	11098.4	6884.2	2014.9	1581.6	1349.1	35	35	35	35	35	35	35	35	35	35	77.965	2	557.1946279	40	2494.283445	38
FALSE	IsMasterProtein	P15336	Cyclic AMP-dependent transcription factor ATF-2 OS=Homo sapiens GN=ATF2 PE=1 SV=4	28.51485149	13	25	10	1	505	54.504	7.88		1386	ENSG00000115966	ATF2	2	cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane;mitochondrion;nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	"Pf00170, Pf03131, Pf07716"	0.951	1.065	0.913	0.812	0.641	0.599	0.5	0.47	0.365	2323.2	2208.9	2473.3	2121.2	1886.5	1490.3	1390.6	1161.3	1092.2	847.9	10	10	10	10	10	10	10	10	10	10	3.16	1	54.04317415	13	311.3599984	11
FALSE	IsMasterProtein	P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1	61.73913043	11	39	10	1	230	26.166	4.92		7347	ENSG00000118939	UCHL3	13	metabolic process	cytoplasm;nucleus	catalytic activity;protein binding	Pf01088	1.015	1.092	0.997	0.79	0.448	0.202	0.11	0.087	0.069	5786.1	5875.4	6315.9	5769.5	4569.5	2590	1170.6	635.6	505.4	398.1	9	9	9	9	9	9	9	9	9	9	9	0	86.73196483	11	428.1566667	8
FALSE	IsMasterProtein	P15407	Fos-related antigen 1 OS=Homo sapiens GN=FOSL1 PE=1 SV=1	12.91512915	4	8	4	1	271	29.395	8.02		8061	ENSG00000175592	FOSL1	11	cell communication;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus	cytosol;nucleus	DNA binding;protein binding	Pf00170	0.98	0.93	0.934	0.766	0.565	0.415	0.303	0.248	0.242	679.8	666.2	631.9	634.8	520.9	383.8	282	205.8	168.4	164.5	3	3	3	3	3	3	3	3	3	3	2.162	0	13.73550391	4	41.07	4
FALSE	IsMasterProtein	P15498	Proto-oncogene vav OS=Homo sapiens GN=VAV1 PE=1 SV=4	15.38461538	14	28	14	1	845	98.251	6.62		7409	ENSG00000141968	VAV1	19	cell organization and biogenesis;cellular component movement;coagulation;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;membrane	enzyme regulator activity;metal ion binding;protein binding	"Pf00017, Pf00018, Pf00130, Pf00169, Pf00307, Pf00621, Pf07653, Pf11971, Pf14604"	1.024	1.006	0.822	0.393	0.198	0.089	0.062	0.042	0.034	5258.5	5383.2	5291.8	4323.5	2067.3	1042.8	468.3	324.1	218.4	177.8	11	11	11	11	11	11	11	11	11	11	0.778	0	48.70618176	14	175.670934	12
FALSE	IsMasterProtein	P15529-2	Isoform B of Membrane cofactor protein OS=Homo sapiens GN=CD46	5.513784461	3	4	3	1	399	44.209	6.9		4179	ENSG00000117335	CD46	1	defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;Golgi;membrane	catalytic activity;enzyme regulator activity;protein binding;receptor activity	Pf00084	1.029	1.202	0.833	0.769	0.661	0.59	0.434	0.37	0.238	1321.5	1360.1	1588.4	1100.7	1015.6	873.8	779.9	573.7	489.6	314.2	3	3	3	3	3	3	3	3	3	3	0.501	0	7.412451863	3	38.04	1
FALSE	IsMasterProtein	P15531-2	Isoform 2 of Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1	50.28248588	8	196	1	1	177	19.641	5.58		4830	ENSG00000239672	NME1	17	cell differentiation;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;membrane;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding	Pf00334	0.94	1.121	0.995	0.958	0.752	0.729	0.602	0.513	0.162	1730.8	1626.7	1940.5	1721.6	1657.6	1300.9	1261.6	1042.8	888.2	280.7	2	2	2	2	2	2	2	2	2	2	34.112	0	335.3647174	8	1474.70833	8
FALSE	IsMasterProtein	P15559	NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens GN=NQO1 PE=1 SV=1	27.00729927	8	20	8	1	274	30.848	8.88		1728	ENSG00000181019	NQO1	16	cell communication;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol	antioxidant activity;catalytic activity;protein binding;RNA binding	"Pf02525, Pf03358"	0.984	1.085	0.827	0.594	0.279	0.153	0.11	0.095	0.094	2456.5	2418.1	2666.1	2031.2	1458.9	685.3	376	269.3	233.7	229.9	6	6	6	6	6	6	6	6	6	6	3.924	0	32.66906476	8	150.57	8
FALSE	IsMasterProtein	P15822	Zinc finger protein 40 OS=Homo sapiens GN=HIVEP1 PE=1 SV=3	2.023546726	5	8	4	1	2718	296.681	7.84		3096	ENSG00000095951	HIVEP1	6	development;metabolic process;regulation of biological process;response to stimulus	cytoplasm;mitochondrion;nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf12171, Pf12756, Pf13465, Pf13912"	0.933	0.995	0.899	0.719	0.815	0.418	0.23	0.157	0.24	802.7	748.8	798.8	721.6	576.9	654.5	335.6	185	125.7	193	4	4	4	4	4	4	4	4	4	4	0.067	0	14.7050494	5	20.95	1
FALSE	IsMasterProtein	P15848	Arylsulfatase B OS=Homo sapiens GN=ARSB PE=1 SV=1	4.315196998	2	4	2	1	533	59.649	8.21		411	ENSG00000113273	ARSB	5	cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;endoplasmic reticulum;Golgi;mitochondrion;organelle lumen;vacuole	catalytic activity;metal ion binding	"Pf00884, Pf14707"	0.846	0.888	0.852	0.742	0.617	0.445	0.253	0.157	0.126	443.7	375.5	394.2	378.2	329.1	273.8	197.5	112.2	69.5	55.8	1	1	1	1	1	1	1	1	1	1	0.172	0	6.382905245	2	39.77	2
