Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (127C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (131, Ctrl) / (126, Ctrl)"	"Abundance: F1: 126, Sample, Ctrl"	"Abundance: F1: 127N, Sample, Ctrl"	"Abundance: F1: 127C, Sample, Ctrl"	"Abundance: F1: 128N, Sample, Ctrl"	"Abundance: F1: 128C, Sample, Ctrl"	"Abundance: F1: 129N, Sample, Ctrl"	"Abundance: F1: 129C, Sample, Ctrl"	"Abundance: F1: 130N, Sample, Ctrl"	"Abundance: F1: 130C, Sample, Ctrl"	"Abundance: F1: 131, Sample, Ctrl"	"Abundances Count: F1: 126, Sample, Ctrl"	"Abundances Count: F1: 127N, Sample, Ctrl"	"Abundances Count: F1: 127C, Sample, Ctrl"	"Abundances Count: F1: 128N, Sample, Ctrl"	"Abundances Count: F1: 128C, Sample, Ctrl"	"Abundances Count: F1: 129N, Sample, Ctrl"	"Abundances Count: F1: 129C, Sample, Ctrl"	"Abundances Count: F1: 130N, Sample, Ctrl"	"Abundances Count: F1: 130C, Sample, Ctrl"	"Abundances Count: F1: 131, Sample, Ctrl"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P07998	Ribonuclease pancreatic OS=Homo sapiens GN=RNASE1 PE=1 SV=4	5.128205128	1	2	1	1	156	17.633	8.79		6035	ENSG00000129538	RNASE1	14	metabolic process	extracellular	catalytic activity;protein binding	Pf00074	1.126	1.227	1.082	1.045	0.726	0.741	0.74	0.655	0.587	294.4	331.5	361.3	318.5	307.6	213.6	218.2	218	192.8	172.9	1	1	1	1	1	1	1	1	1	1	0.292	0	2.977092743	1	28.98	1
FALSE	IsMasterProtein	P08047	Transcription factor Sp1 OS=Homo sapiens GN=SP1 PE=1 SV=3	17.32484076	9	47	8	1	785	80.644	7.34		6667	ENSG00000185591	SP1	12	cell differentiation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf13465, Pf13894"	1.067	1.11	1.1	0.928	0.792	0.58	0.465	0.392	0.369	4656.6	4968.8	5170.5	5121.5	4321.7	3686.9	2700.5	2164.8	1826.7	1716.2	11	11	11	11	11	11	11	11	11	11	5.31	1	89.68893528	8	1037.570909	8
FALSE	IsMasterProtein	P08107	Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5	52.57410296	29	496	10	1	641	70.009	5.66		3303; 3304	ENSG00000224501; ENSG00000231555; ENSG00000237724; ENSG00000212866; ENSG00000234475; ENSG00000232804; ENSG00000204388; ENSG00000235941; ENSG00000204389	HSPA1A; HSPA1B	CHRHSCHR6MHCCOXCTG1; CHRHSCHR6MHCDBBCTG1; 6; CHRHSCHR6MHCQBLCTG1; CHRHSCHR6MHCAPDCTG1	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;mitochondrion;nucleus	catalytic activity;nucleotide binding;protein binding;receptor activity;RNA binding	"Pf00012, Pf06723"	1.009	1.064	1.005	0.743	0.298	0.142	0.078	0.056	0.045	45177.3	45595.1	48067	45424.6	33554.2	13482.4	6428.7	3535.2	2509.2	2014	40	40	40	40	40	40	40	40	40	40	34.697	21	843.4788381	29	4894.371534	28
FALSE	IsMasterProtein	P08123	Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=7	1.464128843	2	4	2	1	1366	129.235	8.95		1278	ENSG00000164692	COL1A2	7	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf01391, Pf01410"	0.913	1.244	1.233	1.149	0.844	0.833	0.767	0.72	0.67	396.2	361.6	492.7	488.4	455.3	334.4	330.1	303.8	285.2	265.5	2	2	2	2	2	2	2	2	2	2	0.057	0	5.813308001	2	58.31616844	2
FALSE	IsMasterProtein	P08133	Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3	31.20356612	21	46	21	1	673	75.826	5.6		309	ENSG00000197043	ANXA6	5	cell organization and biogenesis;cellular homeostasis;regulation of biological process;response to stimulus;transport	cytoplasm;membrane;mitochondrion	metal ion binding;nucleotide binding;protein binding;transporter activity	Pf00191	0.953	0.98	0.772	0.565	0.231	0.102	0.057	0.042	0.032	6719	6401.5	6581.3	5188.3	3797.4	1553.7	687.6	380.2	284.8	212.7	16	16	16	16	16	16	16	16	16	16	1.754	0	86.76626265	21	426.4051435	19
FALSE	IsMasterProtein	P08195-4	Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2	13.61573374	8	17	8	1	661	71.079	4.97			ENSG00000168003		11	metabolic process		catalytic activity	Pf00128	0.986	0.989	0.878	0.748	0.587	0.516	0.393	0.366	0.326	2164.9	2134.9	2141.7	1900.4	1620.2	1270.6	1117.5	850.3	793	705.2	6	6	6	6	6	6	6	6	6	6	0.874	0	29.91039252	7	239.4166667	8
FALSE	IsMasterProtein	P08236	Beta-glucuronidase OS=Homo sapiens GN=GUSB PE=1 SV=2	6.451612903	6	12	6	1	651	74.685	7.02		2990	ENSG00000169919	GUSB	7	metabolic process	membrane;organelle lumen;vacuole	catalytic activity;protein binding	"Pf02836, Pf02837, Pf12876"	0.923	0.923	0.567	0.424	0.329	0.271	0.211	0.2	0.22	1752.9	1618.5	1617.1	993.5	742.4	577	475.8	369.2	350.2	386	5	5	5	5	5	5	5	5	5	5	0.501	0	19.52456915	6	57.71300831	4
FALSE	IsMasterProtein	P08238	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	66.16022099	47	1357	31	1	724	83.212	5.03		3326	ENSG00000096384	HSP90AB1	6	cell organization and biogenesis;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;cytoplasm;cytosol;membrane;mitochondrion	enzyme regulator activity;nucleotide binding;protein binding;RNA binding	"Pf00183, Pf02518, Pf13589"	0.965	1.026	0.981	0.569	0.24	0.127	0.073	0.055	0.045	212735.9	205190.3	218219.1	208615.7	120971.1	51156.7	27118.2	15614.9	11800.9	9639.6	73	73	73	73	73	73	73	73	73	73	160.921	26	2761.757727	46	14647.61414	38
FALSE	IsMasterProtein	P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens GN=SRPR PE=1 SV=2	3.448275862	2	4	2	1	638	69.767	8.95		6734	ENSG00000182934	SRPR; SRPRA	11	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	endoplasmic reticulum;membrane	catalytic activity;nucleotide binding;RNA binding	"Pf00448, Pf02881, Pf03308, Pf04086"	0.892	0.976	0.841	0.625	0.406	0.278	0.17	0.141	0.128	385.1	343.5	375.9	323.9	240.7	156.3	106.9	65.4	54.4	49.3	2	2	2	2	2	2	2	2	2	2	0.119	0	5.903481722	2	23.42	2
FALSE	IsMasterProtein	P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	52.94117647	25	150	25	1	561	64.329	6.86		440	ENSG00000070669	ASNS	7	cell communication;metabolic process;regulation of biological process;response to stimulus	cytosol	catalytic activity;nucleotide binding;protein binding	"Pf00310, Pf00733, Pf12481, Pf13522, Pf13537"	0.957	0.932	0.726	0.395	0.188	0.109	0.075	0.059	0.05	22809.8	21826.7	21260.8	16562.4	9009.4	4280.8	2495.1	1718	1348.3	1146	35	35	35	35	35	35	35	35	35	35	10.325	0	277.4029757	25	1522.837629	23
FALSE	IsMasterProtein	P08246	Neutrophil elastase OS=Homo sapiens GN=ELANE PE=1 SV=1	6.367041199	1	1	1	1	267	28.5	9.35		1991	ENSG00000197561; ENSG00000277571	ELANE	19; CHRHSCHR195CTG2	cell organization and biogenesis;cellular component movement;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;cytoplasm;extracellular	catalytic activity;protein binding	"Pf00089, Pf09342"	0.877	0.759	0.794	0.72	0.863	0.942	0.914	1.016	0.887	81.2	71.2	61.6	64.5	58.5	70.1	76.5	74.2	82.5	72	1	1	1	1	1	1	1	1	1	1	0.194	0	0	1		
FALSE	IsMasterProtein	P08253	72 kDa type IV collagenase OS=Homo sapiens GN=MMP2 PE=1 SV=2	1.060606061	1	1	1	1	660	73.835	5.47		4313	ENSG00000087245	MMP2	16	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;extracellular;membrane;mitochondrion;nucleus	catalytic activity;metal ion binding;protein binding	"Pf00040, Pf00045, Pf00413, Pf01471"	1.017	1.192	1.013	0.824	0.531	0.437	0.31	0.245	0.204	402	408.9	479.2	407.4	331.2	213.5	175.6	124.8	98.3	82	1	1	1	1	1	1	1	1	1	1	0.059	0	1.898330688	1		
FALSE	IsMasterProtein	P08397	Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2	62.88088643	19	132	2	1	361	39.306	7.18		3145	ENSG00000256269; ENSG00000281702	HMBS	11; CHRHG2217PATCH	cell differentiation;metabolic process;response to stimulus	chromosome;cytoplasm;cytosol;nucleus	catalytic activity	"Pf01379, Pf03900"	0.974	1.023	0.932	0.864	0.715	0.654	0.606	0.558	0.541	8829.5	8602.9	9036.8	8229.2	7628.5	6311.2	5777.8	5354.3	4923.8	4773.4	21	21	21	21	21	21	21	21	21	21	16.302	19	245.0730219	18	1319.615979	17
FALSE	IsMasterProtein	P08473	Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2	0.933333333	1	4	1	1	750	85.46	5.73		4311	ENSG00000196549	MME	3	metabolic process;response to stimulus	cytoplasm;membrane	catalytic activity;metal ion binding;protein binding	"Pf01431, Pf05649"	0.999	0.921	0.686	0.422	0.145	0.044	0.013	0.011	0.01	627.7	627.3	578	430.3	264.6	91.3	27.6	7.9	7.1	4.9	1	1	1	1	1	1	1	1	1	1	0.053	0	4.132076979	1	18.08	1
FALSE	IsMasterProtein	P08514-3	Isoform 3 of Integrin alpha-IIb OS=Homo sapiens GN=ITGA2B	2.203567681	1	1	1	1	953	103.153	5.67									"Pf01839, Pf08441, Pf13517"	0.977	1.098	1.004	0.659	0.316	0.154	0.105	0.107	0.054	538.9	526.7	591.8	541.1	355.2	170.5	82.8	56.6	57.5	29.1	1	1	1	1	1	1	1	1	1	1	0.055	0	2.339274406	1		
FALSE	IsMasterProtein	P08559-4	"Isoform 4 of Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1"	32.94392523	18	66	18	1	428	47.549	8.54		5160	ENSG00000131828	PDHA1	X	metabolic process;regulation of biological process	mitochondrion;nucleus;organelle lumen	catalytic activity	Pf00676	0.92	0.743	0.402	0.233	0.128	0.084	0.056	0.043	0.03	10750.4	9894.5	7982.4	4316.5	2499.5	1371.7	903.7	606	459.7	318.7	18	18	18	18	18	18	18	18	18	18	4.412	0	102.1621118	18	486.2541912	16
FALSE	IsMasterProtein	P08567	Pleckstrin OS=Homo sapiens GN=PLEK PE=1 SV=3	2	1	2	1	1	350	40.099	8.28		5341	ENSG00000115956	PLEK	2	cell differentiation;cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;extracellular;membrane	protein binding	"Pf00169, Pf00610, Pf15406, Pf15410"																														0.145	0	2.597952843	1	35.09	1
FALSE	IsMasterProtein	P08579	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1	41.33333333	9	32	7	1	225	25.47	9.72		6629	ENSG00000125870	SNRPB2	20	metabolic process;regulation of biological process	nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	0.91	0.901	0.729	0.532	0.304	0.13	0.063	0.055	0.042	6548.2	5955.6	5900.3	4776	3486.5	1990.9	852.4	409.6	361.4	277.6	9	9	9	9	9	9	9	9	9	9	11.328	2	56.27578974	8	395.4568767	8
FALSE	IsMasterProtein	P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	24.71395881	10	25	10	1	437	51.526	9.94		6625	ENSG00000104852	SNRNP70	19	metabolic process;regulation of biological process	nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf12220, Pf13893, Pf14259"	0.86	0.866	0.735	0.464	0.145	0.104	0.08	0.076	0.07	4280	3681.1	3705.8	3147.2	1985.7	622.7	446.2	341.7	326.7	301.3	7	7	7	7	7	7	7	7	7	7	2.162	0	44.01483989	10	430.1498544	8
FALSE	IsMasterProtein	P08651	Nuclear factor 1 C-type OS=Homo sapiens GN=NFIC PE=1 SV=2	14.17322835	6	13	6	1	508	55.64	8.38		4782	ENSG00000141905	NFIC	19	metabolic process;regulation of biological process	nucleus	DNA binding	"Pf00859, Pf03165, Pf10524"	1.039	1.04	0.948	0.791	0.617	0.552	0.413	0.367	0.316	2440.7	2535.3	2539	2313.8	1930.1	1507.1	1347.7	1007.7	895.7	770.1	5	5	5	5	5	5	5	5	5	5	0.738	0	25.02021813	6	207.5333333	6
FALSE	IsMasterProtein	P08670	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	72.74678112	35	374	29	1	466	53.619	5.12		7431	ENSG00000026025	VIM	10	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;membrane	catalytic activity;motor activity;protein binding;RNA binding;structural molecule activity	"Pf00038, Pf04111, Pf04156, Pf04732, Pf05622, Pf10186"	0.83	0.854	0.668	0.65	0.505	0.399	0.289	0.227	0.223	51788.8	42995.2	44240.6	34599.7	33653.7	26135.3	20677.9	14967.6	11777	11526.7	54	54	54	54	54	54	54	54	54	54	75.27	5	710.6005765	35	4253.789131	34
FALSE	IsMasterProtein	P08697	Alpha-2-antiplasmin OS=Homo sapiens GN=SERPINF2 PE=1 SV=3	3.054989817	2	3	2	1	491	54.531	6.29		5345	ENSG00000167711	SERPINF2	17	cell organization and biogenesis;coagulation;defense response;regulation of biological process;response to stimulus;transport	cell surface;extracellular;organelle lumen	enzyme regulator activity;protein binding	Pf00079	1.001	1.03	0.908	0.756	0.59	0.502	0.392	0.309	0.227	828.3	829.3	853.5	752.2	626	489.1	415.6	324.3	256	187.9	2	2	2	2	2	2	2	2	2	2	0.212	0	4.09158206	2	21.01	1
FALSE	IsMasterProtein	P08700	Interleukin-3 OS=Homo sapiens GN=IL3 PE=1 SV=2	11.18421053	1	1	1	1	152	17.222	8.51		3562	ENSG00000164399	IL3	5	cell communication;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	extracellular	protein binding	Pf02059																														0.259	0	0	1		
FALSE	IsMasterProtein	P08727	"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	66	29	175	8	1	400	44.079	5.14		3880	ENSG00000171345	KRT19	17	cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus	cytoskeleton;membrane	protein binding;structural molecule activity	Pf00038	0.953	0.963	0.834	0.671	0.448	0.29	0.13	0.08	0.06	18899.6	18014.2	18206.9	15753.4	12680	8473.8	5483.3	2461	1521.2	1141.6	32	32	32	32	32	32	32	32	32	32	19.092	24	314.1353364	29	1974.170214	28
FALSE	IsMasterProtein	P08754	Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3	9.322033898	3	6	2	1	354	40.506	5.69		2773	ENSG00000065135	GNAI3	1	cell communication;cell division;cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;Golgi;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00025, Pf00503"	0.876	0.889	0.767	0.511	0.218	0.107	0.063	0.057	0.042	1041.4	912.4	926.2	798.5	532.6	227.4	111.9	65.4	59.5	43.6	2	2	2	2	2	2	2	2	2	2	0.438	0	12.69410777	3	97.83232438	3
FALSE	IsMasterProtein	P08758	Annexin A5 OS=Homo sapiens GN=ANXA5 PE=1 SV=2	64.6875	19	84	19	1	320	35.914	5.05		308	ENSG00000164111	ANXA5	4	cell organization and biogenesis;coagulation;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus	enzyme regulator activity;metal ion binding;protein binding	Pf00191	1.017	1.053	0.908	0.428	0.273	0.122	0.095	0.076	0.075	12678.9	12894.1	13346.6	11508.4	5423.1	3466.2	1541	1208.1	965.9	944.6	18	18	18	18	18	18	18	18	18	18	5.422	0	138.7090321	19	798.960153	18
FALSE	IsMasterProtein	P08779	"Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4"	16.49048626	8	33	1	1	473	51.236	5.05		3868	ENSG00000186832	KRT16	17	cell differentiation;cell organization and biogenesis;cell proliferation;cellular component movement;defense response;regulation of biological process;response to stimulus	cytoskeleton;nucleus	protein binding;structural molecule activity	"Pf00038, Pf07888, Pf13514"																														0.808	0	53.3296324	8	299.9542884	7
FALSE	IsMasterProtein	P08865	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	46.77966102	12	47	11	1	295	32.833	4.87		3921	ENSG00000168028	RPSA	3	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;receptor activity;RNA binding;structural molecule activity	Pf00318	0.997	1.062	0.964	0.806	0.52	0.345	0.146	0.094	0.074	5352.7	5338.7	5684.1	5162.4	4314.2	2785.5	1847.7	783.7	501	395.6	10	10	10	10	10	10	10	10	10	10	9	0	84.03372276	11	626.7436832	10
FALSE	IsMasterProtein	P08962	CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2	10.08403361	3	14	3	1	238	25.619	7.81		967	ENSG00000135404	CD63	12	cell differentiation;cellular component movement;coagulation;regulation of biological process;response to stimulus;transport	cell surface;endosome;membrane;organelle lumen;vacuole	protein binding	Pf00335	0.867	0.953	0.821	0.634	0.42	0.376	0.279	0.25	0.203	2295.9	1989.7	2187.7	1885.5	1456.3	963.9	864.1	641.2	574.3	465	5	5	5	5	5	5	5	5	5	5	1.894	0	15.46711814	3	88.94	2
FALSE	IsMasterProtein	P08F94	Fibrocystin OS=Homo sapiens GN=PKHD1 PE=1 SV=1	1.006381934	2	2	2	1	4074	446.418	6.57		5314	ENSG00000170927	PKHD1	6	cell organization and biogenesis;cellular homeostasis;regulation of biological process	cytoplasm;cytoskeleton;membrane	protein binding;receptor activity	"Pf01833, Pf10162, Pf13229"	1.07	1.044	0.751	0.264	0.165	0.084	0.07	0.078	0.061	591.2	632.7	617.1	444.1	155.9	97.8	49.5	41.5	46.3	36.3	2	2	2	2	2	2	2	2	2	2	0.027	0	2.071210861	2		
FALSE	IsMasterProtein	P09012	U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	37.94326241	8	43	6	1	282	31.259	9.83		6626	ENSG00000077312	SNRPA	19	metabolic process	cytoplasm;nucleus;spliceosomal complex	nucleotide binding;protein binding;RNA binding	"Pf00076, Pf13893, Pf14259"	0.939	1.018	0.943	0.857	0.655	0.382	0.185	0.157	0.132	3916.6	3677.6	3986.4	3694.2	3356.3	2566	1494.5	723.2	615.3	516.1	8	8	8	8	8	8	8	8	8	8	7.254	0	77.41239274	7	419.1111907	8
FALSE	IsMasterProtein	P09104	Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3	50.92165899	17	203	10	1	434	47.239	5.03		2026	ENSG00000111674	ENO2	12	metabolic process	cytoplasm;cytosol;membrane	catalytic activity;metal ion binding;protein binding	"Pf00113, Pf03952, Pf13378"	0.993	1.022	0.913	0.822	0.596	0.559	0.467	0.42	0.26	5018.1	4985.3	5127.6	4582	4126.8	2992.8	2804.1	2343.1	2105.9	1302.7	11	11	11	11	11	11	11	11	11	11	7.432	2	459.612492	17	3396.579664	11
FALSE	IsMasterProtein	P09105	Hemoglobin subunit theta-1 OS=Homo sapiens GN=HBQ1 PE=1 SV=2	35.91549296	4	17	4	1	142	15.498	7.62		3049	ENSG00000086506	HBQ1	16	transport		metal ion binding;protein binding;transporter activity	Pf00042	0.992	1.02	0.963	0.816	0.631	0.483	0.386	0.22	0.137	1496.7	1484.6	1526.5	1441	1220.7	944.3	722.8	578.1	328.9	205.2	3	3	3	3	3	3	3	3	3	3	1.783	0	36.81040287	4	205.4349519	4
FALSE	IsMasterProtein	P09110	"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens GN=ACAA1 PE=1 SV=2"	27.83018868	8	16	8	1	424	44.264	8.44		30	ENSG00000060971	ACAA1	3	metabolic process	membrane;organelle lumen	catalytic activity;protein binding	"Pf00108, Pf02803, Pf08541"	0.954	0.966	0.783	0.589	0.463	0.336	0.232	0.107	0.063	2135.5	2037.7	2062.1	1672.1	1256.9	989.1	717.5	494.5	228.4	135.4	8	8	8	8	8	8	8	8	8	8	1.512	0	35.70166492	8	262.86	8
FALSE	IsMasterProtein	P09132	Signal recognition particle 19 kDa protein OS=Homo sapiens GN=SRP19 PE=1 SV=3	10.41666667	1	2	1	1	144	16.145	9.85		6728	ENSG00000153037	SRP19	5	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;mitochondrion;nucleus	RNA binding	Pf01922	0.953	0.986	0.532	0.401	0.337	0.423	0.59	0.917	0.45	701.7	669	692.2	373.4	281.1	236.2	296.7	413.9	643.8	316.1	1	1	1	1	1	1	1	1	1	1	0.334	0	6.56530714	1	68.73	1
FALSE	IsMasterProtein	P09211	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	58.0952381	11	312	11	1	210	23.341	5.64		2950	ENSG00000084207	GSTP1	11	cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;protein binding	"Pf00043, Pf02798, Pf14497"	0.987	1.053	0.972	0.743	0.311	0.152	0.091	0.064	0.051	55071.1	54329.2	57989.9	53545.9	40902.8	17153	8380.7	4995.4	3531.7	2784	21	21	21	21	21	21	21	21	21	21	99	0	667.9020001	10	3893.063333	10
FALSE	IsMasterProtein	P09234	U1 small nuclear ribonucleoprotein C OS=Homo sapiens GN=SNRPC PE=1 SV=1	24.52830189	3	14	3	1	159	17.381	9.67		6631	ENSG00000124562	SNRPC	6	cell organization and biogenesis;metabolic process	nucleus;spliceosomal complex	metal ion binding;protein binding;RNA binding	Pf06220	1	1.11	1.113	1.055	0.993	0.902	0.963	0.876	0.671	2103	2102.5	2333.5	2340.2	2219.1	2089.3	1896.6	2024.8	1841.8	1410.7	4	4	4	4	4	4	4	4	4	4	9	0	29.6908052	3	185.0771429	3
FALSE	IsMasterProtein	P09327	Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4	2.297460701	2	2	2	1	827	92.637	6.39		7429	ENSG00000127831	VIL1	2	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;membrane	enzyme regulator activity;metal ion binding;protein binding	"Pf00626, Pf02209"	0.967	0.898	0.678	0.679	0.362	0.415	0.262	0.29	0.206	1203.6	1164.1	1080.5	816.5	816.9	436.1	498.9	315.4	349.4	247.6	2	2	2	2	2	2	2	2	2	2	0.091	0	4.490803957	2		
FALSE	IsMasterProtein	P09382	Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	58.51851852	8	83	8	1	135	14.706	5.5		3956	ENSG00000100097	LGALS1	22	cell death;cell differentiation;cellular homeostasis;regulation of biological process;response to stimulus	cell surface;cytoplasm;extracellular;nucleus	protein binding;RNA binding;signal transducer activity	Pf00337	0.929	0.974	0.774	0.713	0.546	0.494	0.444	0.407	0.267	8762.1	8143.5	8530.2	6783.9	6245.4	4782.6	4331.5	3894.3	3567	2342.7	14	14	14	14	14	14	14	14	14	14	58.948	0	145.4714817	8	891.53	8
FALSE	IsMasterProtein	P09417	Dihydropteridine reductase OS=Homo sapiens GN=QDPR PE=1 SV=2	55.73770492	10	32	10	1	244	25.773	7.37		5860	ENSG00000151552	QDPR	4	metabolic process;response to stimulus	cytoplasm;cytosol;mitochondrion	catalytic activity;nucleotide binding;protein binding		0.991	1.066	0.95	0.833	0.492	0.144	0.094	0.064	0.052	4464.1	4425.6	4757.9	4241.9	3717.9	2196.5	642	419.6	285.7	232.8	10	10	10	10	10	10	10	10	10	10	4.08	0	69.15692353	10	521.4620468	9
FALSE	IsMasterProtein	P09429	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	34.88372093	9	108	1	1	215	24.878	5.74		3146	ENSG00000189403	HMGB1	13	cell death;cell organization and biogenesis;cell proliferation;cellular component movement;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus	cell surface;chromosome;cytosol;endosome;extracellular;membrane;nucleus	catalytic activity;DNA binding;protein binding;RNA binding	"Pf00505, Pf09011"	1.007	1.042	0.939	0.747	0.462	0.323	0.238	0.229	0.234	14310.2	14416.5	14908.2	13438.2	10695	6609.3	4616.9	3409.6	3271.8	3344.8	10	10	10	10	10	10	10	10	10	10	42.288	9	206.6326771	9	1374.844131	5
FALSE	IsMasterProtein	P09493-4	Isoform 4 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1	49.64788732	19	134	0	1	284	32.828	4.77		7168		TPM1	15	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus	cytoskeleton;cytosol	protein binding;structural molecule activity	"Pf00261, Pf12718"	1.009	1.101	1.041	0.825	0.662	0.547	0.428	0.407	0.338	2119.2	2139.1	2332.6	2206.1	1748.5	1403.6	1159.4	906.4	862.3	716.7	7	7	7	7	7	7	7	7	7	7	13.925	7	206.6236678	19	871.1718265	14
FALSE	IsMasterProtein	P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens GN=CLTA	31.19266055	8	30	8	1	218	23.647	4.53		1211	ENSG00000122705	CLTA	9	cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport	cytosol;membrane	protein binding;structural molecule activity	Pf01086	0.855	0.949	0.866	0.832	0.777	0.843	0.799	0.801	1.058	1232.8	1053.9	1169.6	1067.3	1025.3	957.5	1039.7	984.6	986.9	1304.3	6	6	6	6	6	6	6	6	6	6	9	0	54.73861432	8	350.6361159	7
FALSE	IsMasterProtein	P09497-2	Isoform Non-brain of Clathrin light chain B OS=Homo sapiens GN=CLTB	31.7535545	9	16	9	1	211	23.167	4.69		1212	ENSG00000175416	CLTB	5	transport	cytoplasm;membrane	protein binding;structural molecule activity	Pf01086	0.871	0.897	0.7	0.655	0.388	0.447	0.377	0.387	0.37	1377	1199.6	1235.5	963.7	902	534.9	615.6	519.2	533.5	509.7	6	6	6	6	6	6	6	6	6	6	6.943	0	27.44341385	9	108.2451719	7
