"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S2] F2: 126, Control, drugS"	"Found in Sample: [S12] F2: 127N, Sample, drugS"	"Found in Sample: [S13] F2: 127C, Sample, drugS"	"Found in Sample: [S14] F2: 128N, Sample, drugS"	"Found in Sample: [S15] F2: 128C, Sample, drugS"	"Found in Sample: [S16] F2: 129N, Sample, drugS"	"Found in Sample: [S17] F2: 129C, Sample, drugS"	"Found in Sample: [S18] F2: 130N, Sample, drugS"	"Found in Sample: [S19] F2: 130C, Sample, drugS"	"Found in Sample: [S20] F2: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F2: 126, Control, drugS"	"Abundance: F2: 127N, Sample, drugS"	"Abundance: F2: 127C, Sample, drugS"	"Abundance: F2: 128N, Sample, drugS"	"Abundance: F2: 128C, Sample, drugS"	"Abundance: F2: 129N, Sample, drugS"	"Abundance: F2: 129C, Sample, drugS"	"Abundance: F2: 130N, Sample, drugS"	"Abundance: F2: 130C, Sample, drugS"	"Abundance: F2: 131, Sample, drugS"	"Abundances Count: F2: 126, Control, drugS"	"Abundances Count: F2: 127N, Sample, drugS"	"Abundances Count: F2: 127C, Sample, drugS"	"Abundances Count: F2: 128N, Sample, drugS"	"Abundances Count: F2: 128C, Sample, drugS"	"Abundances Count: F2: 129N, Sample, drugS"	"Abundances Count: F2: 129C, Sample, drugS"	"Abundances Count: F2: 130N, Sample, drugS"	"Abundances Count: F2: 130C, Sample, drugS"	"Abundances Count: F2: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q9BQE3"	"Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1"	"0"	"162.020344274779"	"42.0935412026726"	"14"	"79"	"5"	"1"	"449"	"49.863"	"5.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.3e8"	"7.3e8"	"8.1e8"	"9.4e8"	"7.5e8"	"9.5e8"	"7.5e8"	"8.2e8"	"8.5e8"	"7.5e8"	"0.923"	"1.039"	"1.171"	"1.090"	"1.186"	"0.907"	"1.003"	"1.047"	"1.024"	"6151.2"	"5680.2"	"6391.1"	"7201.2"	"6707.8"	"7295.7"	"5578.1"	"6167.9"	"6437.7"	"6300.9"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"25.102"	"0"	"309.968609571457"	"14"
"False"	"High"	"IsMasterProtein"	"P55036"	"26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1"	"0"	"161.918996097974"	"47.4801061007958"	"11"	"47"	"4"	"1"	"377"	"40.711"	"4.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.0e7"	"9.4e7"	"1.0e8"	"1.1e8"	"8.6e7"	"1.0e8"	"8.8e7"	"8.6e7"	"9.3e7"	"8.2e7"	"0.929"	"1.123"	"1.156"	"1.130"	"1.123"	"0.999"	"0.900"	"1.079"	"0.951"	"5806.4"	"5393.5"	"6519.3"	"6712.1"	"6558.5"	"6520.3"	"5797.9"	"5228.0"	"6263.3"	"5523.2"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"47.697"	"10"	"196.635199785233"	"11"
"False"	"High"	"IsMasterProtein"	"P52701"	"DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2"	"0"	"161.010547627013"	"23.9705882352941"	"29"	"49"	"29"	"1"	"1360"	"152.689"	"6.9"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e7"	"3.9e7"	"4.7e7"	"4.6e7"	"3.8e7"	"4.6e7"	"4.0e7"	"4.2e7"	"4.3e7"	"3.8e7"	"0.889"	"0.992"	"1.082"	"0.909"	"1.097"	"0.896"	"0.926"	"1.015"	"0.930"	"8226.0"	"7316.8"	"8160.6"	"8902.1"	"7475.6"	"9022.1"	"7368.3"	"7617.5"	"8347.8"	"7653.4"	"33"	"33"	"33"	"33"	"33"	"33"	"33"	"33"	"33"	"33"	"2.255"	"0"	"170.267277240753"	"29"
"False"	"High"	"IsMasterProtein"	"P43686"	"26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2"	"0"	"160.852777803061"	"43.5406698564593"	"18"	"45"	"18"	"1"	"418"	"47.337"	"5.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.8e8"	"4.6e8"	"5.2e8"	"5.6e8"	"4.8e8"	"5.4e8"	"5.0e8"	"4.6e8"	"4.9e8"	"4.3e8"	"1.010"	"1.119"	"1.220"	"1.093"	"1.217"	"1.027"	"0.982"	"1.094"	"0.993"	"5238.8"	"5290.4"	"5862.1"	"6391.3"	"5725.5"	"6375.7"	"5381.2"	"5144.6"	"5732.8"	"5203.1"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"21.909"	"0"	"162.091596603394"	"18"
"False"	"High"	"IsMasterProtein"	"Q9C0C9"	"E2/E3 hybrid ubiquitin-protein ligase UBE2O OS=Homo sapiens GN=UBE2O PE=1 SV=3"	"0"	"159.57266860378"	"24.922600619195"	"26"	"43"	"26"	"1"	"1292"	"141.205"	"5.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e7"	"4.2e7"	"4.5e7"	"5.2e7"	"4.5e7"	"4.8e7"	"4.4e7"	"4.1e7"	"4.3e7"	"4.1e7"	"0.943"	"1.087"	"1.134"	"1.063"	"1.117"	"0.991"	"0.912"	"1.058"	"0.931"	"5112.3"	"4822.4"	"5557.8"	"5797.9"	"5435.3"	"5709.0"	"5065.8"	"4660.7"	"5408.6"	"4761.9"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"2.566"	"0"	"157.584335327148"	"26"
"False"	"High"	"IsMasterProtein"	"P68133"	"Actin, alpha skeletal muscle OS=Homo sapiens GN=ACTA1 PE=1 SV=1"	"0"	"159.541948295685"	"35.2785145888594"	"10"	"340"	"1"	"1"	"377"	"42.024"	"5.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"9.6e6"	"1.3e7"	"1.2e7"	"1.2e7"	"1.2e7"	"1.1e7"	"1.1e7"	"1.2e7"	"9.9e6"	"0.949"	"1.138"	"1.176"	"1.134"	"1.178"	"1.017"	"0.952"	"1.085"	"0.974"	"803.6"	"762.6"	"914.2"	"945.3"	"911.1"	"947.0"	"817.3"	"765.1"	"871.6"	"783.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"59.619"	"0"	"1048.6731338501"	"10"
"False"	"High"	"IsMasterProtein"	"Q93008"	"Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3"	"0"	"159.294526498427"	"14.9416342412451"	"34"	"44"	"34"	"1"	"2570"	"292.094"	"5.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e7"	"2.3e7"	"2.5e7"	"2.9e7"	"2.7e7"	"2.8e7"	"2.3e7"	"2.3e7"	"2.5e7"	"2.3e7"	"0.952"	"1.029"	"1.162"	"0.991"	"1.162"	"0.919"	"0.962"	"1.057"	"0.950"	"6112.1"	"5816.9"	"6287.0"	"7104.1"	"6055.7"	"7101.1"	"5616.6"	"5882.0"	"6458.7"	"5804.6"	"37"	"37"	"37"	"37"	"37"	"37"	"37"	"37"	"37"	"37"	"0.904"	"0"	"153.079041957855"	"34"
"False"	"High"	"IsMasterProtein"	"Q96PZ0"	"Pseudouridylate synthase 7 homolog OS=Homo sapiens GN=PUS7 PE=1 SV=2"	"0"	"158.933774914169"	"34.947049924357"	"19"	"41"	"19"	"1"	"661"	"74.988"	"6.37"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e8"	"1.1e8"	"1.1e8"	"1.1e8"	"9.6e7"	"1.1e8"	"1.0e8"	"9.6e7"	"1.1e8"	"9.4e7"	"0.976"	"1.124"	"1.186"	"1.053"	"1.147"	"0.999"	"0.926"	"1.079"	"0.944"	"5053.3"	"4933.8"	"5678.0"	"5995.0"	"5321.5"	"5796.2"	"5046.0"	"4681.0"	"5450.3"	"4772.5"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"5.813"	"0"	"148.744085550308"	"19"
"False"	"High"	"IsMasterProtein"	"P11171"	"Protein 4.1 OS=Homo sapiens GN=EPB41 PE=1 SV=4"	"0"	"158.832134097198"	"30.5555555555556"	"21"	"52"	"21"	"1"	"864"	"96.957"	"5.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e8"	"1.3e8"	"1.6e8"	"1.7e8"	"1.5e8"	"1.6e8"	"1.3e8"	"1.3e8"	"1.7e8"	"1.4e8"	"0.962"	"1.099"	"1.176"	"1.052"	"1.125"	"0.974"	"0.933"	"1.048"	"0.948"	"6396.0"	"6156.1"	"7027.2"	"7522.1"	"6726.1"	"7192.9"	"6231.6"	"5966.4"	"6702.9"	"6064.5"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"3.394"	"0"	"175.203688144684"	"21"
"False"	"High"	"IsMasterProtein"	"Q96QK1"	"Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2"	"0"	"158.359234778255"	"33.9195979899498"	"22"	"42"	"22"	"1"	"796"	"91.649"	"5.49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e8"	"1.6e8"	"1.9e8"	"2.0e8"	"1.7e8"	"1.9e8"	"1.5e8"	"1.7e8"	"1.8e8"	"1.6e8"	"0.923"	"1.032"	"1.120"	"0.966"	"1.142"	"0.932"	"0.952"	"1.063"	"0.940"	"4789.1"	"4419.3"	"4944.2"	"5365.0"	"4627.0"	"5469.8"	"4461.9"	"4557.9"	"5090.6"	"4503.3"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"3.786"	"0"	"156.43012547493"	"22"
"False"	"High"	"IsMasterProtein"	"P56192"	"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2"	"0"	"158.129080791556"	"28.7777777777778"	"17"	"35"	"17"	"1"	"900"	"101.052"	"6.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e8"	"1.3e8"	"1.5e8"	"1.6e8"	"1.3e8"	"1.6e8"	"1.3e8"	"1.4e8"	"1.5e8"	"1.3e8"	"0.869"	"1.001"	"1.107"	"0.931"	"1.139"	"0.886"	"0.940"	"1.030"	"0.924"	"4886.8"	"4247.9"	"4889.6"	"5411.0"	"4552.0"	"5566.2"	"4328.3"	"4591.2"	"5031.5"	"4516.5"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"3.27"	"0"	"145.582528829575"	"17"
"False"	"High"	"IsMasterProtein"	"O95373"	"Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1"	"0"	"158.047146093945"	"23.7957610789981"	"18"	"42"	"17"	"1"	"1038"	"119.44"	"4.82"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e8"	"2.0e8"	"2.3e8"	"2.6e8"	"2.2e8"	"2.6e8"	"2.1e8"	"2.1e8"	"2.0e8"	"2.0e8"	"0.961"	"1.109"	"1.211"	"1.067"	"1.157"	"1.007"	"0.954"	"1.066"	"0.971"	"5870.0"	"5641.6"	"6509.5"	"7107.5"	"6263.6"	"6791.6"	"5908.8"	"5601.2"	"6257.7"	"5698.6"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"3.292"	"1"	"166.316664457321"	"18"
"False"	"High"	"IsMasterProtein"	"P49411"	"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2"	"0"	"158.042476399321"	"46.6814159292035"	"17"	"42"	"17"	"1"	"452"	"49.51"	"7.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e8"	"3.6e8"	"4.1e8"	"4.3e8"	"3.4e8"	"3.9e8"	"3.5e8"	"3.4e8"	"3.5e8"	"3.4e8"	"0.928"	"1.052"	"1.145"	"1.007"	"1.150"	"0.943"	"0.949"	"1.050"	"0.937"	"4499.2"	"4175.9"	"4735.4"	"5151.1"	"4529.3"	"5172.3"	"4244.0"	"4268.2"	"4726.4"	"4216.9"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"12.335"	"0"	"156.441923141479"	"17"
"False"	"High"	"IsMasterProtein"	"Q96P70"	"Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3"	"0"	"157.215060870508"	"17.195004803074"	"16"	"48"	"16"	"1"	"1041"	"115.889"	"4.81"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.9e8"	"1.9e8"	"2.0e8"	"2.4e8"	"2.0e8"	"2.1e8"	"1.9e8"	"1.8e8"	"2.0e8"	"1.7e8"	"0.977"	"1.100"	"1.185"	"1.127"	"1.155"	"1.016"	"0.920"	"1.063"	"0.925"	"5810.2"	"5678.2"	"6389.9"	"6885.4"	"6550.4"	"6708.7"	"5904.0"	"5343.8"	"6176.5"	"5373.1"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"4.36"	"0"	"167.618027448654"	"16"
"False"	"High"	"IsMasterProtein"	"Q9UBC2-2"	"Isoform 2 of Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1"	"0"	"156.719944450357"	"34.6153846153846"	"25"	"34"	"25"	"1"	"910"	"99.545"	"5.08"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.1e7"	"4.9e7"	"5.5e7"	"5.9e7"	"5.1e7"	"5.2e7"	"5.1e7"	"4.4e7"	"4.8e7"	"4.2e7"	"0.997"	"1.092"	"1.165"	"1.094"	"1.133"	"1.035"	"0.925"	"1.056"	"0.917"	"5159.6"	"5142.4"	"5632.4"	"6010.3"	"5642.9"	"5846.6"	"5337.7"	"4771.0"	"5450.5"	"4728.8"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"2.577"	"0"	"135.689246416092"	"25"
"False"	"High"	"IsMasterProtein"	"P12081"	"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2"	"0"	"156.719935363014"	"42.2396856581532"	"20"	"45"	"17"	"1"	"509"	"57.374"	"5.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.3e8"	"5.8e8"	"7.2e8"	"7.3e8"	"6.2e8"	"7.1e8"	"6.0e8"	"5.4e8"	"6.5e8"	"5.2e8"	"0.976"	"1.135"	"1.189"	"1.052"	"1.157"	"1.040"	"0.938"	"1.074"	"0.940"	"5476.1"	"5342.0"	"6214.2"	"6513.3"	"5759.4"	"6336.8"	"5696.8"	"5135.1"	"5883.4"	"5149.0"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"10.406"	"4"	"152.778079032898"	"20"
"False"	"High"	"IsMasterProtein"	"P62495"	"Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3"	"0"	"156.716236493641"	"45.766590389016"	"15"	"62"	"15"	"1"	"437"	"49"	"5.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e8"	"3.7e8"	"4.6e8"	"4.7e8"	"4.1e8"	"4.2e8"	"4.0e8"	"3.7e8"	"3.9e8"	"3.6e8"	"0.986"	"1.131"	"1.228"	"1.135"	"1.199"	"1.042"	"0.978"	"1.133"	"1.009"	"7123.2"	"7023.8"	"8057.3"	"8749.6"	"8083.0"	"8543.2"	"7425.0"	"6964.5"	"8069.0"	"7188.5"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18.783"	"0"	"221.547655582428"	"15"
"False"	"High"	"IsMasterProtein"	"P61978-3"	"Isoform 3 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK"	"0"	"156.526571846855"	"54.7727272727273"	"21"	"67"	"21"	"1"	"440"	"48.532"	"5.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.8e8"	"8.6e8"	"9.7e8"	"1.1e9"	"8.5e8"	"1.0e9"	"8.6e8"	"8.7e8"	"9.8e8"	"8.1e8"	"0.970"	"1.089"	"1.208"	"1.031"	"1.170"	"0.975"	"0.974"	"1.076"	"0.971"	"6907.7"	"6701.4"	"7524.7"	"8347.2"	"7123.4"	"8082.2"	"6732.9"	"6730.3"	"7435.4"	"6704.0"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"18.953"	"0"	"223.317719459534"	"21"
"False"	"High"	"IsMasterProtein"	"P13804"	"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1"	"0"	"156.050157501258"	"48.3483483483483"	"12"	"34"	"12"	"1"	"333"	"35.058"	"8.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e8"	"1.5e8"	"1.9e8"	"2.1e8"	"1.8e8"	"1.9e8"	"1.6e8"	"1.7e8"	"1.7e8"	"1.6e8"	"0.911"	"1.045"	"1.154"	"1.035"	"1.147"	"0.932"	"0.954"	"1.005"	"0.909"	"5072.0"	"4619.7"	"5298.5"	"5854.5"	"5248.3"	"5820.0"	"4727.5"	"4838.2"	"5098.6"	"4609.7"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"12.503"	"0"	"137.307551383972"	"12"
"False"	"High"	"IsMasterProtein"	"Q14247"	"Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2"	"0"	"155.859596225657"	"42.7272727272727"	"19"	"41"	"19"	"1"	"550"	"61.549"	"5.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.9e8"	"1.8e8"	"2.1e8"	"2.1e8"	"2.0e8"	"2.0e8"	"1.9e8"	"1.6e8"	"2.0e8"	"1.7e8"	"0.975"	"1.118"	"1.184"	"1.124"	"1.150"	"1.025"	"0.934"	"1.078"	"0.946"	"4564.6"	"4449.0"	"5101.9"	"5403.7"	"5128.8"	"5250.9"	"4678.1"	"4261.8"	"4919.9"	"4316.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"11.496"	"0"	"147.324393510818"	"19"
"False"	"High"	"IsMasterProtein"	"Q96I99"	"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLG2 PE=1 SV=2"	"0"	"155.846105756582"	"52.0833333333333"	"18"	"36"	"18"	"1"	"432"	"46.481"	"6.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.5e7"	"4.6e7"	"4.9e7"	"5.6e7"	"4.7e7"	"5.4e7"	"4.6e7"	"4.6e7"	"4.7e7"	"4.1e7"	"0.945"	"1.040"	"1.170"	"0.999"	"1.141"	"0.945"	"0.948"	"1.028"	"0.930"	"4610.6"	"4358.8"	"4797.3"	"5395.6"	"4607.9"	"5261.0"	"4358.6"	"4371.4"	"4738.7"	"4287.4"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"9"	"0"	"128.162093639374"	"18"
"False"	"High"	"IsMasterProtein"	"Q16531-2"	"Isoform 2 of DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1"	"0"	"155.315412383861"	"39.2461197339246"	"15"	"44"	"1"	"1"	"451"	"50.578"	"5.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.4e6"	"4.5e6"	"5.3e6"	"4.7e6"	"2.7e6"	"4.0e6"	"4.0e6"	"4.1e6"	"4.4e6"	"3.7e6"	"1.014"	"1.204"	"1.080"	"0.603"	"0.905"	"0.917"	"0.925"	"1.001"	"0.850"	"204.9"	"207.7"	"246.6"	"221.2"	"123.6"	"185.5"	"187.9"	"189.5"	"205.2"	"174.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"27.48"	"0"	"155.179963350296"	"15"
"False"	"High"	"IsMasterProtein"	"Q9Y696"	"Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4"	"0"	"155.264133170003"	"50.9881422924901"	"10"	"46"	"10"	"1"	"253"	"28.754"	"5.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e8"	"1.2e8"	"1.5e8"	"1.6e8"	"1.3e8"	"1.4e8"	"1.4e8"	"1.2e8"	"1.4e8"	"1.2e8"	"0.964"	"1.109"	"1.209"	"1.110"	"1.167"	"1.012"	"0.967"	"1.068"	"0.966"	"6729.3"	"6487.4"	"7464.4"	"8132.9"	"7472.4"	"7850.0"	"6807.8"	"6510.2"	"7186.9"	"6502.9"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"57.171"	"0"	"183.371190547943"	"10"
"False"	"High"	"IsMasterProtein"	"P50502"	"Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2"	"0"	"154.743754842673"	"29.5392953929539"	"8"	"62"	"8"	"1"	"369"	"41.305"	"5.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.1e8"	"5.7e8"	"6.8e8"	"6.6e8"	"6.0e8"	"5.7e8"	"6.2e8"	"5.3e8"	"5.7e8"	"4.7e8"	"0.963"	"1.115"	"1.185"	"1.030"	"1.111"	"1.023"	"0.913"	"1.051"	"0.910"	"7286.9"	"7018.3"	"8123.0"	"8634.3"	"7504.1"	"8099.2"	"7457.2"	"6649.3"	"7657.1"	"6630.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"58.948"	"0"	"216.43744301796"	"8"
"False"	"High"	"IsMasterProtein"	"O95071"	"E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2"	"0"	"154.674748297932"	"12.6831011075384"	"28"	"41"	"28"	"1"	"2799"	"309.158"	"5.85"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e7"	"2.6e7"	"3.0e7"	"3.3e7"	"2.9e7"	"3.4e7"	"2.9e7"	"2.9e7"	"3.3e7"	"2.9e7"	"0.962"	"1.046"	"1.163"	"1.024"	"1.161"	"0.955"	"0.948"	"1.049"	"0.929"	"4295.3"	"4131.1"	"4493.9"	"4993.4"	"4399.0"	"4985.7"	"4102.9"	"4070.9"	"4505.3"	"3990.3"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"0.806"	"0"	"130.106065511703"	"28"
"False"	"High"	"IsMasterProtein"	"P25786-2"	"Isoform Long of Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1"	"0"	"153.836161302243"	"52.7881040892193"	"12"	"75"	"12"	"1"	"269"	"30.22"	"6.99"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.5e8"	"8.9e8"	"1.1e9"	"1.1e9"	"9.5e8"	"9.9e8"	"9.5e8"	"8.3e8"	"9.5e8"	"8.2e8"	"0.991"	"1.126"	"1.191"	"1.093"	"1.153"	"1.021"	"0.934"	"1.056"	"0.950"	"8860.1"	"8782.5"	"9979.7"	"10553.4"	"9684.3"	"10215.6"	"9048.7"	"8272.8"	"9356.7"	"8421.2"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"60.585"	"0"	"271.121193170547"	"12"
"False"	"High"	"IsMasterProtein"	"Q13616"	"Cullin-1 OS=Homo sapiens GN=CUL1 PE=1 SV=2"	"0"	"153.834890628505"	"28.6082474226804"	"19"	"45"	"19"	"1"	"776"	"89.622"	"8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.5e7"	"6.9e7"	"9.0e7"	"8.5e7"	"8.2e7"	"7.9e7"	"7.9e7"	"6.9e7"	"8.1e7"	"6.6e7"	"0.950"	"1.108"	"1.165"	"1.030"	"1.134"	"0.995"	"0.930"	"1.054"	"0.938"	"6403.9"	"6085.9"	"7093.5"	"7460.6"	"6593.5"	"7262.7"	"6370.3"	"5956.7"	"6746.7"	"6007.8"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"3.262"	"0"	"171.31316614151"	"19"
"False"	"High"	"IsMasterProtein"	"P08727"	"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	"0"	"153.763730020858"	"45.75"	"19"	"76"	"10"	"1"	"400"	"44.079"	"5.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e8"	"2.2e8"	"2.7e8"	"2.7e8"	"2.5e8"	"2.5e8"	"2.4e8"	"2.2e8"	"2.6e8"	"2.1e8"	"1.001"	"1.103"	"1.186"	"1.102"	"1.142"	"1.002"	"0.942"	"1.044"	"0.944"	"6936.4"	"6941.2"	"7649.8"	"8226.5"	"7643.2"	"7919.3"	"6949.2"	"6535.5"	"7244.9"	"6547.7"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"20.544"	"14"	"227.633766174316"	"19"
"False"	"High"	"IsMasterProtein"	"P00367"	"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2"	"0"	"153.729914835209"	"39.0681003584229"	"18"	"49"	"8"	"1"	"558"	"61.359"	"7.8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.6e8"	"1.6e8"	"1.7e8"	"1.8e8"	"1.6e8"	"2.0e8"	"1.6e8"	"1.4e8"	"1.6e8"	"1.5e8"	"0.987"	"1.156"	"1.206"	"1.228"	"1.159"	"1.040"	"0.929"	"1.072"	"0.937"	"5981.7"	"5905.6"	"6917.6"	"7214.9"	"7346.7"	"6933.5"	"6222.2"	"5556.1"	"6415.0"	"5606.6"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"7.799"	"13"	"172.375051736832"	"18"
