id	description	condition	37	40	43	46	49	52	55	58	61	64	sumUniPeps	sumPSMs	countNum
P41279-2	Isoform 2 of Mitogen-activated protein kinase kinase kinase 8 OS=Homo sapiens GN=MAP3K8	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
P42677	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	NA
P42696	RNA-binding protein 34 OS=Homo sapiens GN=RBM34 PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P42772-2	Isoform 2 of Cyclin-dependent kinase 4 inhibitor B OS=Homo sapiens GN=CDKN2B	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P43146	Netrin receptor DCC OS=Homo sapiens GN=DCC PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P48960	CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P49023-4	Isoform 4 of Paxillin OS=Homo sapiens GN=PXN	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	20	NA
P50225	Sulfotransferase 1A1 OS=Homo sapiens GN=SULT1A1 PE=1 SV=3	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	NA
P50238	Cysteine-rich protein 1 OS=Homo sapiens GN=CRIP1 PE=1 SV=3	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P50579	Methionine aminopeptidase 2 OS=Homo sapiens GN=METAP2 PE=1 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	61	NA
P51587	Breast cancer type 2 susceptibility protein OS=Homo sapiens GN=BRCA2 PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA
P51788	Chloride channel protein 2 OS=Homo sapiens GN=CLCN2 PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P54709	Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P54851	Epithelial membrane protein 2 OS=Homo sapiens GN=EMP2 PE=2 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P60507	HERV-F(c)1Xq21.33 provirus ancestral Env polyprotein OS=Homo sapiens PE=1 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P60660-2	Isoform Smooth muscle of Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	59	NA
P61218	DNA-directed RNA polymerases I, II, and III subunit RPABC2 OS=Homo sapiens GN=POLR2F PE=1 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P61927	60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens GN=GNG5 PE=1 SV=3	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P78364	Polyhomeotic-like protein 1 OS=Homo sapiens GN=PHC1 PE=1 SV=3	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P86397	Hydroxyacyl-thioester dehydratase type 2, mitochondrial OS=Homo sapiens GN=RPP14 PE=1 SV=1	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P98066	Tumor necrosis factor-inducible gene 6 protein OS=Homo sapiens GN=TNFAIP6 PE=1 SV=2	Treatment.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P00390-5	Isoform 4 of Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	83	NA
P00750	Tissue-type plasminogen activator OS=Homo sapiens GN=PLAT PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P01266	Thyroglobulin OS=Homo sapiens GN=TG PE=1 SV=5	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA
P04217	Alpha-1B-glycoprotein OS=Homo sapiens GN=A1BG PE=1 SV=4	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P04629	High affinity nerve growth factor receptor OS=Homo sapiens GN=NTRK1 PE=1 SV=4	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P04899-4	Isoform sGi2 of Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	NA
P05121	Plasminogen activator inhibitor 1 OS=Homo sapiens GN=SERPINE1 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P05160	Coagulation factor XIII B chain OS=Homo sapiens GN=F13B PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P05771	Protein kinase C beta type OS=Homo sapiens GN=PRKCB PE=1 SV=4	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	115	NA
P06703	Protein S100-A6 OS=Homo sapiens GN=S100A6 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P07951-2	Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	63	NA
P08697	Alpha-2-antiplasmin OS=Homo sapiens GN=SERPINF2 PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA
P09914	Interferon-induced protein with tetratricopeptide repeats 1 OS=Homo sapiens GN=IFIT1 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P0C0S5	Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16	NA
P0C734	Uncharacterized protein BTRF1 OS=Epstein-Barr virus (strain GD1) GN=BTRF1 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA
P0DI81-3	Isoform 3 of Trafficking protein particle complex subunit 2 OS=Homo sapiens GN=TRAPPC2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P10124	Serglycin OS=Homo sapiens GN=SRGN PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P10242-4	Isoform 4 of Transcriptional activator Myb OS=Homo sapiens GN=MYB	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P12755	Ski oncogene OS=Homo sapiens GN=SKI PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA
P17098	Zinc finger protein 8 OS=Homo sapiens GN=ZNF8 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA
P19419	ETS domain-containing protein Elk-1 OS=Homo sapiens GN=ELK1 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P20591	Interferon-induced GTP-binding protein Mx1 OS=Homo sapiens GN=MX1 PE=1 SV=4	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P22301	Interleukin-10 OS=Homo sapiens GN=IL10 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P22694-2	Isoform 2 of cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	21	NA
P23467-3	Isoform 3 of Receptor-type tyrosine-protein phosphatase beta OS=Homo sapiens GN=PTPRB	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P24666-2	Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	22	NA
P24821-4	Isoform 4 of Tenascin OS=Homo sapiens GN=TNC	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P25440-2	Isoform 2 of Bromodomain-containing protein 2 OS=Homo sapiens GN=BRD2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA
P26441	Ciliary neurotrophic factor OS=Homo sapiens GN=CNTF PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P27482	Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	NA
P28335	5-hydroxytryptamine receptor 2C OS=Homo sapiens GN=HTR2C PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P33076	MHC class II transactivator OS=Homo sapiens GN=CIITA PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P33151	Cadherin-5 OS=Homo sapiens GN=CDH5 PE=1 SV=5	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P34969	5-hydroxytryptamine receptor 7 OS=Homo sapiens GN=HTR7 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P35222	Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA
P35442	Thrombospondin-2 OS=Homo sapiens GN=THBS2 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P38935	DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA
P40261	Nicotinamide N-methyltransferase OS=Homo sapiens GN=NNMT PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P41221	Protein Wnt-5a OS=Homo sapiens GN=WNT5A PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P41440	Folate transporter 1 OS=Homo sapiens GN=SLC19A1 PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P42330	Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	33	NA
P42677	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	17	NA
P43630	Killer cell immunoglobulin-like receptor 3DL2 OS=Homo sapiens GN=KIR3DL2 PE=2 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P47710	Alpha-S1-casein OS=Homo sapiens GN=CSN1S1 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P47895	Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens GN=ALDH1A3 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	23	NA
P49639	Homeobox protein Hox-A1 OS=Homo sapiens GN=HOXA1 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P50443	Sulfate transporter OS=Homo sapiens GN=SLC26A2 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P51513	RNA-binding protein Nova-1 OS=Homo sapiens GN=NOVA1 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P51685	C-C chemokine receptor type 8 OS=Homo sapiens GN=CCR8 PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P51854	Transketolase-like protein 1 OS=Homo sapiens GN=TKTL1 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P53701	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
P55210-2	Isoform Beta of Caspase-7 OS=Homo sapiens GN=CASP7	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P57723	Poly(rC)-binding protein 4 OS=Homo sapiens GN=PCBP4 PE=2 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	NA
P59044	NACHT, LRR and PYD domains-containing protein 6 OS=Homo sapiens GN=NLRP6 PE=2 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P60468	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P61978-2	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	180	NA
P68106	Peptidyl-prolyl cis-trans isomerase FKBP1B OS=Homo sapiens GN=FKBP1B PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA
P78325	Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P83105	Serine protease HTRA4 OS=Homo sapiens GN=HTRA4 PE=2 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P86452	Zinc finger BED domain-containing protein 6 OS=Homo sapiens GN=ZBED6 PE=3 SV=1	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
P98177	Forkhead box protein O4 OS=Homo sapiens GN=FOXO4 PE=1 SV=5	Treatment.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA
