"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S1] F1: 126, Control, drug"	"Found in Sample: [S2] F1: 127N, Sample, drug"	"Found in Sample: [S3] F1: 127C, Sample, drug"	"Found in Sample: [S4] F1: 128N, Sample, drug"	"Found in Sample: [S5] F1: 128C, Sample, drug"	"Found in Sample: [S6] F1: 129N, Sample, drug"	"Found in Sample: [S7] F1: 129C, Sample, drug"	"Found in Sample: [S8] F1: 130N, Sample, drug"	"Found in Sample: [S9] F1: 130C, Sample, drug"	"Found in Sample: [S10] F1: 131, Sample, drug"	"Modifications"	"Area: 126, drug"	"Area: 127N, drug"	"Area: 127C, drug"	"Area: 128N, drug"	"Area: 128C, drug"	"Area: 129N, drug"	"Area: 129C, drug"	"Area: 130N, drug"	"Area: 130C, drug"	"Area: 131, drug"	"Abundance Ratio: (127N, drug) / (126, drug)"	"Abundance Ratio: (127C, drug) / (126, drug)"	"Abundance Ratio: (128N, drug) / (126, drug)"	"Abundance Ratio: (128C, drug) / (126, drug)"	"Abundance Ratio: (129N, drug) / (126, drug)"	"Abundance Ratio: (129C, drug) / (126, drug)"	"Abundance Ratio: (130N, drug) / (126, drug)"	"Abundance Ratio: (130C, drug) / (126, drug)"	"Abundance Ratio: (131, drug) / (126, drug)"	"Abundance: F1: 126, Control, drug"	"Abundance: F1: 127N, Sample, drug"	"Abundance: F1: 127C, Sample, drug"	"Abundance: F1: 128N, Sample, drug"	"Abundance: F1: 128C, Sample, drug"	"Abundance: F1: 129N, Sample, drug"	"Abundance: F1: 129C, Sample, drug"	"Abundance: F1: 130N, Sample, drug"	"Abundance: F1: 130C, Sample, drug"	"Abundance: F1: 131, Sample, drug"	"Abundances Count: F1: 126, Control, drug"	"Abundances Count: F1: 127N, Sample, drug"	"Abundances Count: F1: 127C, Sample, drug"	"Abundances Count: F1: 128N, Sample, drug"	"Abundances Count: F1: 128C, Sample, drug"	"Abundances Count: F1: 129N, Sample, drug"	"Abundances Count: F1: 129C, Sample, drug"	"Abundances Count: F1: 130N, Sample, drug"	"Abundances Count: F1: 130C, Sample, drug"	"Abundances Count: F1: 131, Sample, drug"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"P26358-2"	"Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1"	"0"	"50.5162750519039"	"9.43627450980392"	"13"	"15"	"13"	"1"	"1632"	"184.703"	"7.85"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"2.1e7"	"2.7e7"	"2.8e7"	"2.4e7"	"2.7e7"	"2.8e7"	"2.4e7"	"2.6e7"	"2.3e7"	"1.724"	"2.475"	"2.754"	"2.475"	"2.617"	"2.761"	"2.382"	"2.625"	"2.151"	"765.7"	"1320.1"	"1895.3"	"2108.5"	"1895.3"	"2004.2"	"2114.2"	"1823.9"	"2009.6"	"1647.4"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"0.404"	"0"	"48.314870595932"	"13"
"False"	"High"	"IsMasterProtein"	"O00273"	"DNA fragmentation factor subunit alpha OS=Homo sapiens GN=DFFA PE=1 SV=1"	"0"	"50.3197227010931"	"32.6283987915408"	"8"	"14"	"8"	"1"	"331"	"36.5"	"4.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.8e7"	"1.1e8"	"1.4e8"	"1.6e8"	"1.5e8"	"1.6e8"	"1.6e8"	"1.4e8"	"1.5e8"	"1.4e8"	"1.929"	"2.592"	"2.816"	"2.596"	"2.795"	"2.933"	"2.680"	"2.719"	"2.593"	"480.4"	"926.7"	"1245.3"	"1353.0"	"1247.0"	"1342.5"	"1409.2"	"1287.7"	"1306.2"	"1245.7"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"2.162"	"0"	"54.6176900863647"	"8"
"False"	"High"	"IsMasterProtein"	"Q8NBS9"	"Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2"	"0"	"50.2920119415686"	"21.2962962962963"	"6"	"12"	"6"	"1"	"432"	"47.599"	"5.97"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"4.5e7"	"6.0e7"	"6.2e7"	"5.0e7"	"6.5e7"	"5.8e7"	"5.5e7"	"5.9e7"	"4.7e7"	"1.611"	"2.312"	"2.520"	"2.182"	"2.600"	"2.532"	"2.238"	"2.456"	"2.014"	"490.1"	"789.6"	"1132.9"	"1234.9"	"1069.4"	"1274.4"	"1240.9"	"1096.6"	"1203.8"	"987.2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.154"	"0"	"49.9501543045044"	"6"
"False"	"High"	"IsMasterProtein"	"Q9C0B1"	"Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3"	"0"	"50.2404836657816"	"18.4158415841584"	"7"	"8"	"7"	"1"	"505"	"58.245"	"5.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"1.1e7"	"1.5e7"	"1.5e7"	"1.2e7"	"1.3e7"	"1.4e7"	"1.3e7"	"1.3e7"	"1.2e7"	"1.880"	"2.659"	"2.790"	"2.369"	"2.735"	"2.687"	"2.557"	"2.618"	"2.161"	"471.2"	"886.0"	"1252.7"	"1314.5"	"1116.3"	"1288.9"	"1266.0"	"1204.9"	"1233.4"	"1018.2"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.778"	"0"	"33.6973187923431"	"7"
"False"	"High"	"IsMasterProtein"	"Q01415"	"N-acetylgalactosamine kinase OS=Homo sapiens GN=GALK2 PE=1 SV=1"	"0"	"50.1131958527594"	"25.3275109170306"	"8"	"13"	"8"	"1"	"458"	"50.346"	"6.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"2.1e7"	"2.5e7"	"2.6e7"	"2.2e7"	"2.7e7"	"2.5e7"	"2.6e7"	"2.4e7"	"2.0e7"	"2.236"	"2.935"	"3.162"	"2.639"	"3.170"	"3.095"	"2.988"	"2.939"	"2.411"	"431.0"	"963.6"	"1265.0"	"1362.7"	"1137.3"	"1366.1"	"1333.9"	"1288.0"	"1266.9"	"1039.2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.424"	"0"	"47.4922468662262"	"8"
"False"	"High"	"IsMasterProtein"	"Q9HD15"	"Steroid receptor RNA activator 1 OS=Homo sapiens GN=SRA1 PE=1 SV=1"	"0"	"49.9782003135181"	"35.5932203389831"	"8"	"10"	"8"	"1"	"236"	"25.657"	"7.03"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.2e6"	"1.0e7"	"1.2e7"	"1.3e7"	"1.2e7"	"1.3e7"	"1.4e7"	"1.3e7"	"1.4e7"	"1.2e7"	"1.827"	"2.217"	"2.406"	"2.272"	"2.411"	"2.406"	"2.311"	"2.385"	"1.985"	"468.1"	"855.3"	"1038.0"	"1126.4"	"1063.7"	"1128.4"	"1126.2"	"1081.7"	"1116.2"	"929.1"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"4.179"	"0"	"43.484263420105"	"8"
"False"	"High"	"IsMasterProtein"	"Q16698"	"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=DECR1 PE=1 SV=1"	"0"	"49.9414382503926"	"28.0597014925373"	"6"	"11"	"6"	"1"	"335"	"36.045"	"9.28"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.2e7"	"4.1e7"	"3.2e7"	"3.1e7"	"2.6e7"	"2.9e7"	"3.1e7"	"2.8e7"	"2.8e7"	"2.4e7"	"1.961"	"2.855"	"3.295"	"2.660"	"2.947"	"3.166"	"2.694"	"2.885"	"2.382"	"520.5"	"1020.5"	"1485.9"	"1714.9"	"1384.7"	"1534.1"	"1647.9"	"1402.2"	"1501.6"	"1239.9"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.565"	"0"	"48.8069806098938"	"6"
"False"	"High"	"IsMasterProtein"	"P15880"	"40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2"	"0"	"49.9399819102176"	"29.0102389078498"	"8"	"13"	"8"	"1"	"293"	"31.305"	"10.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.6e7"	"1.8e8"	"2.3e8"	"2.3e8"	"1.7e8"	"2.2e8"	"2.1e8"	"2.1e8"	"2.1e8"	"1.7e8"	"1.817"	"2.349"	"2.771"	"2.336"	"2.624"	"2.746"	"2.507"	"2.663"	"2.194"	"801.6"	"1456.7"	"1883.2"	"2221.4"	"1872.8"	"2103.4"	"2201.4"	"2009.6"	"2134.4"	"1758.9"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"2.162"	"0"	"47.9328253269196"	"8"
"False"	"High"	"IsMasterProtein"	"Q13542"	"Eukaryotic translation initiation factor 4E-binding protein 2 OS=Homo sapiens GN=EIF4EBP2 PE=1 SV=1"	"0"	"49.8667495334755"	"62.5"	"3"	"8"	"3"	"1"	"120"	"12.931"	"6.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.6e6"	"1.5e7"	"1.6e7"	"1.7e7"	"1.5e7"	"1.9e7"	"1.8e7"	"1.6e7"	"1.7e7"	"1.3e7"	"2.359"	"3.440"	"3.770"	"3.209"	"3.871"	"3.832"	"3.526"	"3.708"	"2.854"	"237.1"	"559.3"	"815.6"	"893.9"	"760.8"	"917.8"	"908.6"	"835.9"	"879.2"	"676.7"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"24.119"	"0"	"43.0000460147858"	"3"
"False"	"High"	"IsMasterProtein"	"P24928"	"DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2"	"0"	"49.7794901020936"	"8.07106598984772"	"14"	"14"	"14"	"1"	"1970"	"217.039"	"7.37"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.5e6"	"8.3e6"	"1.0e7"	"1.0e7"	"8.5e6"	"1.0e7"	"1.0e7"	"9.1e6"	"9.8e6"	"8.0e6"	"1.954"	"2.578"	"2.670"	"2.180"	"2.601"	"2.508"	"2.383"	"2.451"	"2.074"	"971.3"	"1897.6"	"2504.0"	"2593.7"	"2117.2"	"2526.1"	"2435.7"	"2315.0"	"2380.2"	"2014.1"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"0.327"	"0"	"48.7920234203339"	"14"
"False"	"High"	"IsMasterProtein"	"Q96C86"	"m7GpppX diphosphatase OS=Homo sapiens GN=DCPS PE=1 SV=2"	"0"	"49.7345750745243"	"21.9584569732938"	"6"	"9"	"6"	"1"	"337"	"38.585"	"6.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e7"	"2.5e7"	"3.1e7"	"3.1e7"	"2.5e7"	"3.0e7"	"3.1e7"	"2.7e7"	"3.0e7"	"2.7e7"	"2.297"	"3.088"	"3.553"	"2.882"	"3.362"	"3.348"	"3.066"	"3.275"	"2.506"	"423.4"	"972.5"	"1307.3"	"1504.4"	"1220.4"	"1423.4"	"1417.7"	"1298.1"	"1386.8"	"1061.0"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.512"	"0"	"40.4394872188568"	"6"
"False"	"High"	"IsMasterProtein"	"P27361"	"Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4"	"0"	"49.6513311778669"	"29.5514511873351"	"9"	"14"	"4"	"1"	"379"	"43.108"	"6.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.2e6"	"5.3e6"	"1.0e7"	"8.7e6"	"7.4e6"	"8.9e6"	"8.7e6"	"7.8e6"	"8.6e6"	"7.5e6"	"1.177"	"2.534"	"1.849"	"1.808"	"1.693"	"1.672"	"1.612"	"1.749"	"2.044"	"197.6"	"232.5"	"500.8"	"365.4"	"357.3"	"334.5"	"330.3"	"318.5"	"345.6"	"403.9"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2.675"	"0"	"53.3875443935394"	"9"
"False"	"High"	"IsMasterProtein"	"P52758"	"Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1"	"0"	"49.6063174118792"	"51.8248175182482"	"6"	"10"	"6"	"1"	"137"	"14.485"	"8.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e7"	"6.5e7"	"8.5e7"	"8.9e7"	"6.9e7"	"7.9e7"	"8.7e7"	"7.7e7"	"7.8e7"	"6.3e7"	"2.434"	"3.367"	"3.522"	"2.952"	"3.448"	"3.527"	"3.327"	"3.371"	"2.818"	"578.4"	"1407.8"	"1947.2"	"2037.4"	"1707.7"	"1994.5"	"2039.8"	"1924.2"	"1950.0"	"1629.9"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"9"	"0"	"41.9388563632965"	"6"
"False"	"High"	"IsMasterProtein"	"Q4J6C6"	"Prolyl endopeptidase-like OS=Homo sapiens GN=PREPL PE=1 SV=1"	"0"	"49.518285323739"	"19.8074277854195"	"11"	"11"	"11"	"1"	"727"	"83.873"	"6.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e7"	"5.1e7"	"7.3e7"	"7.5e7"	"5.8e7"	"6.9e7"	"7.0e7"	"6.5e7"	"6.7e7"	"5.6e7"	"1.833"	"2.800"	"2.934"	"2.767"	"2.750"	"3.006"	"2.711"	"2.797"	"2.655"	"567.9"	"1040.7"	"1590.2"	"1666.0"	"1571.5"	"1561.7"	"1707.3"	"1539.8"	"1588.4"	"1507.9"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.778"	"0"	"45.9499690532684"	"11"
"False"	"High"	"IsMasterProtein"	"Q9UJU6-3"	"Isoform 3 of Drebrin-like protein OS=Homo sapiens GN=DBNL"	"0"	"49.4526296616722"	"21.8678815489749"	"8"	"11"	"8"	"1"	"439"	"49.012"	"5.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"2.6e7"	"3.4e7"	"3.9e7"	"3.0e7"	"3.4e7"	"3.2e7"	"3.0e7"	"3.4e7"	"3.5e7"	"1.833"	"2.449"	"2.557"	"2.089"	"2.353"	"2.335"	"2.214"	"2.323"	"1.907"	"422.7"	"774.8"	"1035.2"	"1080.8"	"883.0"	"994.6"	"987.2"	"935.9"	"982.0"	"805.9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.754"	"0"	"43.1570355892181"	"8"
"False"	"High"	"IsMasterProtein"	"Q0VDG4"	"Secernin-3 OS=Homo sapiens GN=SCRN3 PE=1 SV=1"	"0"	"49.4407213378301"	"17.9245283018868"	"5"	"7"	"5"	"1"	"424"	"48.513"	"5.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e6"	"8.7e6"	"1.0e7"	"1.2e7"	"9.1e6"	"1.3e7"	"1.1e7"	"1.1e7"	"1.2e7"	"9.5e6"	"2.356"	"3.505"	"4.010"	"3.158"	"3.870"	"3.969"	"3.588"	"3.678"	"2.982"	"385.4"	"908.1"	"1351.0"	"1545.6"	"1217.2"	"1491.5"	"1529.5"	"1383.0"	"1417.5"	"1149.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.778"	"0"	"37.7597088813782"	"5"
"False"	"High"	"IsMasterProtein"	"Q9NPF4"	"Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens GN=OSGEP PE=1 SV=1"	"0"	"49.4311469460217"	"30.1492537313433"	"9"	"13"	"9"	"1"	"335"	"36.403"	"6.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e7"	"3.9e7"	"5.1e7"	"5.0e7"	"4.5e7"	"5.2e7"	"4.9e7"	"4.8e7"	"4.8e7"	"3.8e7"	"1.673"	"2.067"	"2.271"	"2.123"	"2.303"	"2.267"	"2.093"	"2.227"	"1.640"	"509.9"	"853.1"	"1053.8"	"1158.1"	"1082.5"	"1174.3"	"1155.9"	"1067.0"	"1135.5"	"836.2"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"3.281"	"0"	"42.1345520019531"	"9"
"False"	"High"	"IsMasterProtein"	"P02794"	"Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2"	"0"	"49.4241961317297"	"25.6830601092896"	"5"	"10"	"5"	"1"	"183"	"21.212"	"5.55"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.4e6"	"1.0e7"	"3.3e7"	"3.1e7"	"2.1e7"	"2.9e7"	"2.8e7"	"3.0e7"	"3.1e7"	"2.3e7"	"1.740"	"9.382"	"8.452"	"5.999"	"8.127"	"7.954"	"7.815"	"8.618"	"6.515"	"228.3"	"397.2"	"2141.8"	"1929.7"	"1369.6"	"1855.4"	"1816.0"	"1784.2"	"1967.6"	"1487.3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"4.623"	"0"	"36.6099324226379"	"5"
"False"	"High"	"IsMasterProtein"	"P09668"	"Pro-cathepsin H OS=Homo sapiens GN=CTSH PE=1 SV=4"	"0"	"49.2394323559653"	"18.5074626865672"	"6"	"14"	"6"	"1"	"335"	"37.369"	"8.07"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.2e6"	"1.8e7"	"2.6e7"	"2.6e7"	"2.2e7"	"2.5e7"	"2.6e7"	"2.4e7"	"2.5e7"	"2.0e7"	"1.852"	"2.265"	"2.199"	"1.737"	"2.162"	"2.165"	"2.131"	"2.028"	"1.702"	"1047.0"	"1939.5"	"2371.4"	"2302.3"	"1818.8"	"2263.9"	"2266.9"	"2231.4"	"2123.7"	"1782.2"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"3.642"	"0"	"51.5730028152466"	"6"
"False"	"High"	"IsMasterProtein"	"Q86YP4-3"	"Isoform 3 of Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A"	"0"	"49.1453202100502"	"19.4006309148265"	"9"	"10"	"9"	"1"	"634"	"68.092"	"9.94"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.7e6"	"1.1e7"	"1.5e7"	"1.4e7"	"1.3e7"	"1.4e7"	"1.4e7"	"1.3e7"	"1.4e7"	"1.2e7"	"1.500"	"2.363"	"2.315"	"2.028"	"2.240"	"2.257"	"2.092"	"2.296"	"2.029"	"606.2"	"909.3"	"1432.4"	"1403.4"	"1229.5"	"1357.9"	"1368.3"	"1268.1"	"1391.6"	"1230.0"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.73"	"0"	"38.3548109531403"	"9"
"False"	"High"	"IsMasterProtein"	"P08134"	"Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1"	"0"	"49.1066518997466"	"38.860103626943"	"7"	"12"	"3"	"1"	"193"	"21.992"	"6.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.6e6"	"1.4e7"	"1.6e7"	"1.7e7"	"1.5e7"	"1.7e7"	"1.6e7"	"1.6e7"	"1.5e7"	"1.3e7"	"1.978"	"2.963"	"3.065"	"2.663"	"2.980"	"2.980"	"2.847"	"2.869"	"2.404"	"661.2"	"1307.7"	"1958.9"	"2026.3"	"1761.1"	"1970.3"	"1970.4"	"1882.2"	"1897.1"	"1589.3"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"7.111"	"4"	"48.5322484970093"	"7"
"False"	"High"	"IsMasterProtein"	"Q6NZY4"	"Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens GN=ZCCHC8 PE=1 SV=2"	"0"	"49.0683043431396"	"19.6605374823197"	"10"	"13"	"10"	"1"	"707"	"78.529"	"4.87"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.9e7"	"2.4e7"	"2.4e7"	"2.0e7"	"2.3e7"	"2.3e7"	"2.2e7"	"2.2e7"	"1.8e7"	"2.016"	"2.832"	"3.154"	"2.665"	"2.966"	"3.056"	"2.727"	"2.828"	"2.336"	"585.3"	"1179.8"	"1657.8"	"1846.3"	"1559.8"	"1735.8"	"1788.9"	"1596.4"	"1655.4"	"1367.2"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"0.805"	"0"	"46.7263467311859"	"10"
"False"	"High"	"IsMasterProtein"	"O14561"	"Acyl carrier protein, mitochondrial OS=Homo sapiens GN=NDUFAB1 PE=1 SV=3"	"0"	"49.0442602701781"	"9.61538461538462"	"2"	"10"	"2"	"1"	"156"	"17.406"	"4.93"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e7"	"7.7e7"	"1.1e8"	"1.3e8"	"1.0e8"	"1.2e8"	"1.2e8"	"1.2e8"	"1.2e8"	"9.4e7"	"2.406"	"3.231"	"3.460"	"2.738"	"3.328"	"3.280"	"3.187"	"3.116"	"2.560"	"637.5"	"1533.6"	"2059.8"	"2205.5"	"1745.3"	"2121.8"	"2091.2"	"2031.7"	"1986.2"	"1631.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4.012"	"0"	"42.9546589851379"	"2"
"False"	"High"	"IsMasterProtein"	"P09493-5"	"Isoform 5 of Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1"	"0"	"49.034270200176"	"25.3061224489796"	"8"	"24"	"3"	"1"	"245"	"28.368"	"4.77"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.5e8"	"5.6e8"	"7.4e8"	"7.7e8"	"6.8e8"	"7.4e8"	"8.3e8"	"6.7e8"	"7.4e8"	"5.7e8"	"1.456"	"1.801"	"1.897"	"1.688"	"1.937"	"1.942"	"1.843"	"1.952"	"1.447"	"216.5"	"315.2"	"390.0"	"410.7"	"365.5"	"419.4"	"420.5"	"399.0"	"422.5"	"313.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2.899"	"0"	"81.2170259952545"	"8"
"False"	"High"	"IsMasterProtein"	"Q6NVY1"	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2"	"0"	"49.0182948884665"	"19.4300518134715"	"8"	"18"	"8"	"1"	"386"	"43.454"	"8.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.6e7"	"9.6e7"	"1.2e8"	"1.2e8"	"9.6e7"	"1.2e8"	"1.1e8"	"1.1e8"	"1.1e8"	"8.9e7"	"2.044"	"2.792"	"2.969"	"2.514"	"2.894"	"2.894"	"2.695"	"2.737"	"2.335"	"1285.5"	"2627.9"	"3588.5"	"3817.2"	"3231.8"	"3720.0"	"3720.4"	"3464.3"	"3518.5"	"3001.0"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"2.162"	"0"	"59.4536519050598"	"8"
"False"	"High"	"IsMasterProtein"	"P35813-3"	"Isoform 3 of Protein phosphatase 1A OS=Homo sapiens GN=PPM1A"	"0"	"49.0079803265623"	"16.043956043956"	"5"	"12"	"4"	"1"	"455"	"51.333"	"7.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.7e6"	"1.8e7"	"2.2e7"	"2.2e7"	"2.0e7"	"2.2e7"	"2.0e7"	"2.0e7"	"2.1e7"	"1.5e7"	"2.219"	"2.776"	"2.872"	"2.446"	"2.910"	"2.778"	"2.736"	"2.852"	"2.134"	"250.0"	"554.8"	"694.1"	"717.9"	"611.5"	"727.6"	"694.4"	"683.9"	"713.1"	"533.4"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.219"	"0"	"42.4593875408173"	"5"
"False"	"High"	"IsMasterProtein"	"Q9UEY8"	"Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1"	"0"	"49.0060440621933"	"17.2804532577904"	"7"	"11"	"7"	"1"	"706"	"79.105"	"6.32"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.1e6"	"1.2e7"	"1.4e7"	"1.5e7"	"1.2e7"	"1.5e7"	"1.4e7"	"1.5e7"	"1.5e7"	"1.1e7"	"1.990"	"2.424"	"2.565"	"2.187"	"2.726"	"2.494"	"2.596"	"2.600"	"2.074"	"442.1"	"880.0"	"1071.5"	"1134.1"	"966.9"	"1205.3"	"1102.4"	"1147.6"	"1149.6"	"916.7"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.874"	"0"	"46.2866578102112"	"7"
"False"	"High"	"IsMasterProtein"	"Q12904-2"	"Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1"	"0"	"48.9783765157065"	"25.8928571428571"	"6"	"13"	"5"	"1"	"336"	"37.016"	"8.65"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.0e6"	"6.9e6"	"1.7e7"	"1.4e7"	"1.2e7"	"1.2e7"	"1.4e7"	"1.2e7"	"1.5e7"	"1.4e7"	"1.470"	"3.922"	"3.087"	"2.585"	"2.694"	"2.712"	"2.610"	"3.053"	"3.241"	"435.9"	"640.6"	"1709.8"	"1345.8"	"1126.7"	"1174.4"	"1182.0"	"1137.7"	"1330.6"	"1412.7"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.683"	"0"	"40.505827665329"	"6"
"False"	"High"	"IsMasterProtein"	"Q9NQX3-2"	"Isoform 2 of Gephyrin OS=Homo sapiens GN=GPHN"	"0"	"48.9707396900522"	"15.7347204161248"	"10"	"11"	"10"	"1"	"769"	"83.395"	"5.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.8e6"	"1.3e7"	"1.7e7"	"1.8e7"	"1.6e7"	"1.8e7"	"1.9e7"	"1.8e7"	"1.8e7"	"1.5e7"	"2.096"	"2.512"	"2.638"	"2.480"	"2.680"	"2.642"	"2.439"	"2.553"	"2.146"	"487.1"	"1020.9"	"1223.8"	"1285.0"	"1207.9"	"1305.5"	"1287.0"	"1188.0"	"1243.5"	"1045.4"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.714"	"0"	"34.7494745254517"	"10"
